pin,bank,site,tile,pin_function
AB3,115,IPAD_X2Y66,GTX_CHANNEL_1_X394Y121,MGTXRXN1_115
AE2,115,OPAD_X1Y17,GTX_CHANNEL_0_X394Y110,MGTXTXP0_115
AC6,115,IPAD_X2Y61,GTX_CHANNEL_0_X394Y110,MGTXRXP0_115
AE1,115,OPAD_X1Y16,GTX_CHANNEL_0_X394Y110,MGTXTXN0_115
AC5,115,IPAD_X2Y60,GTX_CHANNEL_0_X394Y110,MGTXRXN0_115
P4,116,OPAD_X1Y31,GTX_CHANNEL_3_X394Y202,MGTXTXP3_116
R6,116,IPAD_X2Y121,GTX_CHANNEL_3_X394Y202,MGTXRXP3_116
P3,116,OPAD_X1Y30,GTX_CHANNEL_3_X394Y202,MGTXTXN3_116
R5,116,IPAD_X2Y120,GTX_CHANNEL_3_X394Y202,MGTXRXN3_116
R2,116,OPAD_X1Y29,GTX_CHANNEL_2_X394Y191,MGTXTXP2_116
U6,116,IPAD_X2Y115,GTX_CHANNEL_2_X394Y191,MGTXRXP2_116
R1,116,OPAD_X1Y28,GTX_CHANNEL_2_X394Y191,MGTXTXN2_116
T8,116,IPAD_X2Y104,GTX_COMMON_X394Y179,MGTREFCLK0P_116
U5,116,IPAD_X2Y114,GTX_CHANNEL_2_X394Y191,MGTXRXN2_116
T7,116,IPAD_X2Y105,GTX_COMMON_X394Y179,MGTREFCLK0N_116
V7,116,IPAD_X2Y107,GTX_COMMON_X394Y179,MGTREFCLK1N_116
V8,116,IPAD_X2Y106,GTX_COMMON_X394Y179,MGTREFCLK1P_116
T4,116,OPAD_X1Y27,GTX_CHANNEL_1_X394Y173,MGTXTXP1_116
V4,116,IPAD_X2Y103,GTX_CHANNEL_1_X394Y173,MGTXRXP1_116
T3,116,OPAD_X1Y26,GTX_CHANNEL_1_X394Y173,MGTXTXN1_116
V3,116,IPAD_X2Y102,GTX_CHANNEL_1_X394Y173,MGTXRXN1_116
U2,116,OPAD_X1Y25,GTX_CHANNEL_0_X394Y162,MGTXTXP0_116
W6,116,IPAD_X2Y97,GTX_CHANNEL_0_X394Y162,MGTXRXP0_116
U1,116,OPAD_X1Y24,GTX_CHANNEL_0_X394Y162,MGTXTXN0_116
W5,116,IPAD_X2Y96,GTX_CHANNEL_0_X394Y162,MGTXRXN0_116
K4,117,OPAD_X1Y39,GTX_CHANNEL_3_X394Y254,MGTXTXP3_117
J6,117,IPAD_X2Y151,GTX_CHANNEL_3_X394Y254,MGTXRXP3_117
K3,117,OPAD_X1Y38,GTX_CHANNEL_3_X394Y254,MGTXTXN3_117
J5,117,IPAD_X2Y150,GTX_CHANNEL_3_X394Y254,MGTXRXN3_117
L2,117,OPAD_X1Y37,GTX_CHANNEL_2_X394Y243,MGTXTXP2_117
L6,117,IPAD_X2Y145,GTX_CHANNEL_2_X394Y243,MGTXRXP2_117
L1,117,OPAD_X1Y36,GTX_CHANNEL_2_X394Y243,MGTXTXN2_117
K8,117,IPAD_X2Y134,GTX_COMMON_X394Y231,MGTREFCLK0P_117
L5,117,IPAD_X2Y144,GTX_CHANNEL_2_X394Y243,MGTXRXN2_117
K7,117,IPAD_X2Y135,GTX_COMMON_X394Y231,MGTREFCLK0N_117
M7,117,IPAD_X2Y137,GTX_COMMON_X394Y231,MGTREFCLK1N_117
M8,117,IPAD_X2Y136,GTX_COMMON_X394Y231,MGTREFCLK1P_117
M4,117,OPAD_X1Y35,GTX_CHANNEL_1_X394Y225,MGTXTXP1_117
N6,117,IPAD_X2Y133,GTX_CHANNEL_1_X394Y225,MGTXRXP1_117
M3,117,OPAD_X1Y34,GTX_CHANNEL_1_X394Y225,MGTXTXN1_117
N5,117,IPAD_X2Y132,GTX_CHANNEL_1_X394Y225,MGTXRXN1_117
N2,117,OPAD_X1Y33,GTX_CHANNEL_0_X394Y214,MGTXTXP0_117
P8,117,IPAD_X2Y127,GTX_CHANNEL_0_X394Y214,MGTXRXP0_117
N1,117,OPAD_X1Y32,GTX_CHANNEL_0_X394Y214,MGTXTXN0_117
P7,117,IPAD_X2Y126,GTX_CHANNEL_0_X394Y214,MGTXRXN0_117
F4,118,OPAD_X1Y47,GTX_CHANNEL_3_X394Y306,MGTXTXP3_118
E6,118,IPAD_X2Y181,GTX_CHANNEL_3_X394Y306,MGTXRXP3_118
F3,118,OPAD_X1Y46,GTX_CHANNEL_3_X394Y306,MGTXTXN3_118
E5,118,IPAD_X2Y180,GTX_CHANNEL_3_X394Y306,MGTXRXN3_118
G2,118,OPAD_X1Y45,GTX_CHANNEL_2_X394Y295,MGTXTXP2_118
F8,118,IPAD_X2Y175,GTX_CHANNEL_2_X394Y295,MGTXRXP2_118
G1,118,OPAD_X1Y44,GTX_CHANNEL_2_X394Y295,MGTXTXN2_118
E10,118,IPAD_X2Y164,GTX_COMMON_X394Y283,MGTREFCLK0P_118
F7,118,IPAD_X2Y174,GTX_CHANNEL_2_X394Y295,MGTXRXN2_118
E9,118,IPAD_X2Y165,GTX_COMMON_X394Y283,MGTREFCLK0N_118
G9,118,IPAD_X2Y167,GTX_COMMON_X394Y283,MGTREFCLK1N_118
G10,118,IPAD_X2Y166,GTX_COMMON_X394Y283,MGTREFCLK1P_118
H4,118,OPAD_X1Y43,GTX_CHANNEL_1_X394Y277,MGTXTXP1_118
G6,118,IPAD_X2Y163,GTX_CHANNEL_1_X394Y277,MGTXRXP1_118
H3,118,OPAD_X1Y42,GTX_CHANNEL_1_X394Y277,MGTXTXN1_118
G5,118,IPAD_X2Y162,GTX_CHANNEL_1_X394Y277,MGTXRXN1_118
J2,118,OPAD_X1Y41,GTX_CHANNEL_0_X394Y266,MGTXTXP0_118
H8,118,IPAD_X2Y157,GTX_CHANNEL_0_X394Y266,MGTXRXP0_118
J1,118,OPAD_X1Y40,GTX_CHANNEL_0_X394Y266,MGTXTXN0_118
H7,118,IPAD_X2Y156,GTX_CHANNEL_0_X394Y266,MGTXRXN0_118
B4,119,OPAD_X1Y55,GTX_CHANNEL_3_X394Y358,MGTXTXP3_119
A6,119,IPAD_X2Y211,GTX_CHANNEL_3_X394Y358,MGTXRXP3_119
B3,119,OPAD_X1Y54,GTX_CHANNEL_3_X394Y358,MGTXTXN3_119
A5,119,IPAD_X2Y210,GTX_CHANNEL_3_X394Y358,MGTXRXN3_119
C2,119,OPAD_X1Y53,GTX_CHANNEL_2_X394Y347,MGTXTXP2_119
B8,119,IPAD_X2Y205,GTX_CHANNEL_2_X394Y347,MGTXRXP2_119
C1,119,OPAD_X1Y52,GTX_CHANNEL_2_X394Y347,MGTXTXN2_119
A10,119,IPAD_X2Y194,GTX_COMMON_X394Y335,MGTREFCLK0P_119
B7,119,IPAD_X2Y204,GTX_CHANNEL_2_X394Y347,MGTXRXN2_119
A9,119,IPAD_X2Y195,GTX_COMMON_X394Y335,MGTREFCLK0N_119
C9,119,IPAD_X2Y197,GTX_COMMON_X394Y335,MGTREFCLK1N_119
C10,119,IPAD_X2Y196,GTX_COMMON_X394Y335,MGTREFCLK1P_119
D4,119,OPAD_X1Y51,GTX_CHANNEL_1_X394Y329,MGTXTXP1_119
C6,119,IPAD_X2Y193,GTX_CHANNEL_1_X394Y329,MGTXRXP1_119
D3,119,OPAD_X1Y50,GTX_CHANNEL_1_X394Y329,MGTXTXN1_119
C5,119,IPAD_X2Y192,GTX_CHANNEL_1_X394Y329,MGTXRXN1_119
E2,119,OPAD_X1Y49,GTX_CHANNEL_0_X394Y318,MGTXTXP0_119
D8,119,IPAD_X2Y187,GTX_CHANNEL_0_X394Y318,MGTXRXP0_119
E1,119,OPAD_X1Y48,GTX_CHANNEL_0_X394Y318,MGTXTXN0_119
D7,119,IPAD_X2Y186,GTX_CHANNEL_0_X394Y318,MGTXRXN0_119
