pin,bank,site,tile,pin_function
G26,17,IOB_X0Y321,LIOB33_X0Y321,IO_L14N_T2_SRCC_17
J24,17,IOB_X0Y320,LIOB33_X0Y319,IO_L15P_T2_DQS_17
J25,17,IOB_X0Y319,LIOB33_X0Y319,IO_L15N_T2_DQS_17
H24,17,IOB_X0Y318,LIOB33_X0Y317,IO_L16P_T2_17
H25,17,IOB_X0Y317,LIOB33_X0Y317,IO_L16N_T2_17
H28,17,IOB_X0Y316,LIOB33_X0Y315,IO_L17P_T2_17
G28,17,IOB_X0Y315,LIOB33_X0Y315,IO_L17N_T2_17
J26,17,IOB_X0Y314,LIOB33_X0Y313,IO_L18P_T2_17
J27,17,IOB_X0Y313,LIOB33_X0Y313,IO_L18N_T2_17
L25,17,IOB_X0Y312,LIOB33_X0Y311,IO_L19P_T3_17
L26,17,IOB_X0Y311,LIOB33_X0Y311,IO_L19N_T3_VREF_17
L24,17,IOB_X0Y310,LIOB33_X0Y309,IO_L20P_T3_17
K24,17,IOB_X0Y309,LIOB33_X0Y309,IO_L20N_T3_17
K28,17,IOB_X0Y308,LIOB33_X0Y307,IO_L21P_T3_DQS_17
K29,17,IOB_X0Y307,LIOB33_X0Y307,IO_L21N_T3_DQS_17
K26,17,IOB_X0Y306,LIOB33_X0Y305,IO_L22P_T3_17
K27,17,IOB_X0Y305,LIOB33_X0Y305,IO_L22N_T3_17
M26,17,IOB_X0Y304,LIOB33_X0Y303,IO_L23P_T3_17
M27,17,IOB_X0Y303,LIOB33_X0Y303,IO_L23N_T3_17
L28,17,IOB_X0Y302,LIOB33_X0Y301,IO_L24P_T3_17
L29,17,IOB_X0Y301,LIOB33_X0Y301,IO_L24N_T3_17
M25,17,IOB_X0Y300,LIOB33_SING_X0Y300,IO_25_17
G16,18,IOB_X0Y399,LIOB33_SING_X0Y399,IO_0_18
H19,18,IOB_X0Y398,LIOB33_X0Y397,IO_L1P_T0_18
H20,18,IOB_X0Y397,LIOB33_X0Y397,IO_L1N_T0_18
H17,18,IOB_X0Y396,LIOB33_X0Y395,IO_L2P_T0_18
H18,18,IOB_X0Y395,LIOB33_X0Y395,IO_L2N_T0_18
G17,18,IOB_X0Y394,LIOB33_X0Y393,IO_L3P_T0_DQS_18
G18,18,IOB_X0Y393,LIOB33_X0Y393,IO_L3N_T0_DQS_18
F16,18,IOB_X0Y392,LIOB33_X0Y391,IO_L4P_T0_18
E16,18,IOB_X0Y391,LIOB33_X0Y391,IO_L4N_T0_18
E17,18,IOB_X0Y390,LIOB33_X0Y389,IO_L5P_T0_18
E18,18,IOB_X0Y389,LIOB33_X0Y389,IO_L5N_T0_18
F18,18,IOB_X0Y388,LIOB33_X0Y387,IO_L6P_T0_18
F19,18,IOB_X0Y387,LIOB33_X0Y387,IO_L6N_T0_VREF_18
G20,18,IOB_X0Y386,LIOB33_X0Y385,IO_L7P_T1_18
G21,18,IOB_X0Y385,LIOB33_X0Y385,IO_L7N_T1_18
F20,18,IOB_X0Y384,LIOB33_X0Y383,IO_L8P_T1_18
F21,18,IOB_X0Y383,LIOB33_X0Y383,IO_L8N_T1_18
G22,18,IOB_X0Y382,LIOB33_X0Y381,IO_L9P_T1_DQS_18
G23,18,IOB_X0Y381,LIOB33_X0Y381,IO_L9N_T1_DQS_18
F23,18,IOB_X0Y380,LIOB33_X0Y379,IO_L10P_T1_18
E23,18,IOB_X0Y379,LIOB33_X0Y379,IO_L10N_T1_18
D20,18,IOB_X0Y378,LIOB33_X0Y377,IO_L11P_T1_SRCC_18
D21,18,IOB_X0Y377,LIOB33_X0Y377,IO_L11N_T1_SRCC_18
E21,18,IOB_X0Y376,LIOB33_X0Y375,IO_L12P_T1_MRCC_18
E22,18,IOB_X0Y375,LIOB33_X0Y375,IO_L12N_T1_MRCC_18
E19,18,IOB_X0Y374,LIOB33_X0Y373,IO_L13P_T2_MRCC_18
D19,18,IOB_X0Y373,LIOB33_X0Y373,IO_L13N_T2_MRCC_18
C18,18,IOB_X0Y372,LIOB33_X0Y371,IO_L14P_T2_SRCC_18
C19,18,IOB_X0Y371,LIOB33_X0Y371,IO_L14N_T2_SRCC_18
D16,18,IOB_X0Y370,LIOB33_X0Y369,IO_L15P_T2_DQS_18
D17,18,IOB_X0Y369,LIOB33_X0Y369,IO_L15N_T2_DQS_18
C17,18,IOB_X0Y368,LIOB33_X0Y367,IO_L16P_T2_18
B17,18,IOB_X0Y367,LIOB33_X0Y367,IO_L16N_T2_18
B16,18,IOB_X0Y366,LIOB33_X0Y365,IO_L17P_T2_18
A16,18,IOB_X0Y365,LIOB33_X0Y365,IO_L17N_T2_18
B18,18,IOB_X0Y364,LIOB33_X0Y363,IO_L18P_T2_18
A18,18,IOB_X0Y363,LIOB33_X0Y363,IO_L18N_T2_18
D22,18,IOB_X0Y362,LIOB33_X0Y361,IO_L19P_T3_18
C22,18,IOB_X0Y361,LIOB33_X0Y361,IO_L19N_T3_VREF_18
C20,18,IOB_X0Y360,LIOB33_X0Y359,IO_L20P_T3_18
B20,18,IOB_X0Y359,LIOB33_X0Y359,IO_L20N_T3_18
A19,18,IOB_X0Y358,LIOB33_X0Y357,IO_L21P_T3_DQS_18
A20,18,IOB_X0Y357,LIOB33_X0Y357,IO_L21N_T3_DQS_18
B21,18,IOB_X0Y356,LIOB33_X0Y355,IO_L22P_T3_18
A21,18,IOB_X0Y355,LIOB33_X0Y355,IO_L22N_T3_18
B22,18,IOB_X0Y354,LIOB33_X0Y353,IO_L23P_T3_18
A23,18,IOB_X0Y353,LIOB33_X0Y353,IO_L23N_T3_18
C23,18,IOB_X0Y352,LIOB33_X0Y351,IO_L24P_T3_18
B23,18,IOB_X0Y351,LIOB33_X0Y351,IO_L24N_T3_18
H22,18,IOB_X0Y350,LIOB33_SING_X0Y350,IO_25_18
AL8,111,OPAD_X0Y7,GTX_CHANNEL_3_X309Y46,MGTXTXP3_111
AK10,111,IPAD_X1Y25,GTX_CHANNEL_3_X309Y46,MGTXRXP3_111
AL7,111,OPAD_X0Y6,GTX_CHANNEL_3_X309Y46,MGTXTXN3_111
AK9,111,IPAD_X1Y24,GTX_CHANNEL_3_X309Y46,MGTXRXN3_111
AN8,111,OPAD_X0Y5,GTX_CHANNEL_2_X309Y35,MGTXTXP2_111
AJ12,111,IPAD_X1Y19,GTX_CHANNEL_2_X309Y35,MGTXRXP2_111
AN7,111,OPAD_X0Y4,GTX_CHANNEL_2_X309Y35,MGTXTXN2_111
AH10,111,IPAD_X1Y8,GTX_COMMON_X309Y23,MGTREFCLK0P_111
AJ11,111,IPAD_X1Y18,GTX_CHANNEL_2_X309Y35,MGTXRXN2_111
AH9,111,IPAD_X1Y9,GTX_COMMON_X309Y23,MGTREFCLK0N_111
AJ7,111,IPAD_X1Y11,GTX_COMMON_X309Y23,MGTREFCLK1N_111
AJ8,111,IPAD_X1Y10,GTX_COMMON_X309Y23,MGTREFCLK1P_111
AP10,111,OPAD_X0Y3,GTX_CHANNEL_1_X309Y17,MGTXTXP1_111
AL12,111,IPAD_X1Y7,GTX_CHANNEL_1_X309Y17,MGTXRXP1_111
AP9,111,OPAD_X0Y2,GTX_CHANNEL_1_X309Y17,MGTXTXN1_111
AL11,111,IPAD_X1Y6,GTX_CHANNEL_1_X309Y17,MGTXRXN1_111
AN12,111,OPAD_X0Y1,GTX_CHANNEL_0_X309Y6,MGTXTXP0_111
AM10,111,IPAD_X1Y1,GTX_CHANNEL_0_X309Y6,MGTXRXP0_111
AN11,111,OPAD_X0Y0,GTX_CHANNEL_0_X309Y6,MGTXTXN0_111
AM9,111,IPAD_X1Y0,GTX_CHANNEL_0_X309Y6,MGTXRXN0_111
AM2,112,OPAD_X0Y15,GTX_CHANNEL_3_X309Y98,MGTXTXP3_112
AJ4,112,IPAD_X1Y55,GTX_CHANNEL_3_X309Y98,MGTXRXP3_112
AM1,112,OPAD_X0Y14,GTX_CHANNEL_3_X309Y98,MGTXTXN3_112
AJ3,112,IPAD_X1Y54,GTX_CHANNEL_3_X309Y98,MGTXRXN3_112
AP2,112,OPAD_X0Y13,GTX_CHANNEL_2_X309Y87,MGTXTXP2_112
AK6,112,IPAD_X1Y49,GTX_CHANNEL_2_X309Y87,MGTXRXP2_112
AP1,112,OPAD_X0Y12,GTX_CHANNEL_2_X309Y87,MGTXTXN2_112
AG8,112,IPAD_X1Y38,GTX_COMMON_X309Y75,MGTREFCLK0P_112
AK5,112,IPAD_X1Y48,GTX_CHANNEL_2_X309Y87,MGTXRXN2_112
AG7,112,IPAD_X1Y39,GTX_COMMON_X309Y75,MGTREFCLK0N_112
AH5,112,IPAD_X1Y41,GTX_COMMON_X309Y75,MGTREFCLK1N_112
AH6,112,IPAD_X1Y40,GTX_COMMON_X309Y75,MGTREFCLK1P_112
AN4,112,OPAD_X0Y11,GTX_CHANNEL_1_X309Y69,MGTXTXP1_112
AL4,112,IPAD_X1Y37,GTX_CHANNEL_1_X309Y69,MGTXRXP1_112
AN3,112,OPAD_X0Y10,GTX_CHANNEL_1_X309Y69,MGTXTXN1_112
AL3,112,IPAD_X1Y36,GTX_CHANNEL_1_X309Y69,MGTXRXN1_112
AP6,112,OPAD_X0Y9,GTX_CHANNEL_0_X309Y58,MGTXTXP0_112
AM6,112,IPAD_X1Y31,GTX_CHANNEL_0_X309Y58,MGTXRXP0_112
AP5,112,OPAD_X0Y8,GTX_CHANNEL_0_X309Y58,MGTXTXN0_112
AM5,112,IPAD_X1Y30,GTX_CHANNEL_0_X309Y58,MGTXRXN0_112
AD2,113,OPAD_X0Y23,GTX_CHANNEL_3_X309Y150,MGTXTXP3_113
AC4,113,IPAD_X1Y85,GTX_CHANNEL_3_X309Y150,MGTXRXP3_113
AD1,113,OPAD_X0Y22,GTX_CHANNEL_3_X309Y150,MGTXTXN3_113
AC3,113,IPAD_X1Y84,GTX_CHANNEL_3_X309Y150,MGTXRXN3_113
AF2,113,OPAD_X0Y21,GTX_CHANNEL_2_X309Y139,MGTXTXP2_113
AE4,113,IPAD_X1Y79,GTX_CHANNEL_2_X309Y139,MGTXRXP2_113
AF1,113,OPAD_X0Y20,GTX_CHANNEL_2_X309Y139,MGTXTXN2_113
AC8,113,IPAD_X1Y68,GTX_COMMON_X309Y127,MGTREFCLK0P_113
AE3,113,IPAD_X1Y78,GTX_CHANNEL_2_X309Y139,MGTXRXN2_113
AC7,113,IPAD_X1Y69,GTX_COMMON_X309Y127,MGTREFCLK0N_113
AD5,113,IPAD_X1Y71,GTX_COMMON_X309Y127,MGTREFCLK1N_113
AD6,113,IPAD_X1Y70,GTX_COMMON_X309Y127,MGTREFCLK1P_113
AH2,113,OPAD_X0Y19,GTX_CHANNEL_1_X309Y121,MGTXTXP1_113
AF6,113,IPAD_X1Y67,GTX_CHANNEL_1_X309Y121,MGTXRXP1_113
AH1,113,OPAD_X0Y18,GTX_CHANNEL_1_X309Y121,MGTXTXN1_113
AF5,113,IPAD_X1Y66,GTX_CHANNEL_1_X309Y121,MGTXRXN1_113
AK2,113,OPAD_X0Y17,GTX_CHANNEL_0_X309Y110,MGTXTXP0_113
AG4,113,IPAD_X1Y61,GTX_CHANNEL_0_X309Y110,MGTXRXP0_113
AK1,113,OPAD_X0Y16,GTX_CHANNEL_0_X309Y110,MGTXTXN0_113
AG3,113,IPAD_X1Y60,GTX_CHANNEL_0_X309Y110,MGTXRXN0_113
V2,114,OPAD_X0Y31,GTX_CHANNEL_3_X309Y202,MGTXTXP3_114
V6,114,IPAD_X1Y115,GTX_CHANNEL_3_X309Y202,MGTXRXP3_114
V1,114,OPAD_X0Y30,GTX_CHANNEL_3_X309Y202,MGTXTXN3_114
V5,114,IPAD_X1Y114,GTX_CHANNEL_3_X309Y202,MGTXRXN3_114
W4,114,OPAD_X0Y29,GTX_CHANNEL_2_X309Y191,MGTXTXP2_114
Y6,114,IPAD_X1Y109,GTX_CHANNEL_2_X309Y191,MGTXRXP2_114
W3,114,OPAD_X0Y28,GTX_CHANNEL_2_X309Y191,MGTXTXN2_114
W8,114,IPAD_X1Y98,GTX_COMMON_X309Y179,MGTREFCLK0P_114
Y5,114,IPAD_X1Y108,GTX_CHANNEL_2_X309Y191,MGTXRXN2_114
W7,114,IPAD_X1Y99,GTX_COMMON_X309Y179,MGTREFCLK0N_114
AA7,114,IPAD_X1Y101,GTX_COMMON_X309Y179,MGTREFCLK1N_114
AA8,114,IPAD_X1Y100,GTX_COMMON_X309Y179,MGTREFCLK1P_114
Y2,114,OPAD_X0Y27,GTX_CHANNEL_1_X309Y173,MGTXTXP1_114
AA4,114,IPAD_X1Y97,GTX_CHANNEL_1_X309Y173,MGTXRXP1_114
Y1,114,OPAD_X0Y26,GTX_CHANNEL_1_X309Y173,MGTXTXN1_114
AA3,114,IPAD_X1Y96,GTX_CHANNEL_1_X309Y173,MGTXRXN1_114
AB2,114,OPAD_X0Y25,GTX_CHANNEL_0_X309Y162,MGTXTXP0_114
AB6,114,IPAD_X1Y91,GTX_CHANNEL_0_X309Y162,MGTXRXP0_114
AB1,114,OPAD_X0Y24,GTX_CHANNEL_0_X309Y162,MGTXTXN0_114
AB5,114,IPAD_X1Y90,GTX_CHANNEL_0_X309Y162,MGTXRXN0_114
N4,115,OPAD_X0Y39,GTX_CHANNEL_3_X309Y254,MGTXTXP3_115
M6,115,IPAD_X1Y151,GTX_CHANNEL_3_X309Y254,MGTXRXP3_115
N3,115,OPAD_X0Y38,GTX_CHANNEL_3_X309Y254,MGTXTXN3_115
M5,115,IPAD_X1Y150,GTX_CHANNEL_3_X309Y254,MGTXRXN3_115
P2,115,OPAD_X0Y37,GTX_CHANNEL_2_X309Y243,MGTXTXP2_115
P6,115,IPAD_X1Y145,GTX_CHANNEL_2_X309Y243,MGTXRXP2_115
P1,115,OPAD_X0Y36,GTX_CHANNEL_2_X309Y243,MGTXTXN2_115
R8,115,IPAD_X1Y128,GTX_COMMON_X309Y231,MGTREFCLK0P_115
P5,115,IPAD_X1Y144,GTX_CHANNEL_2_X309Y243,MGTXRXN2_115
R7,115,IPAD_X1Y129,GTX_COMMON_X309Y231,MGTREFCLK0N_115
U7,115,IPAD_X1Y131,GTX_COMMON_X309Y231,MGTREFCLK1N_115
U8,115,IPAD_X1Y130,GTX_COMMON_X309Y231,MGTREFCLK1P_115
T2,115,OPAD_X0Y35,GTX_CHANNEL_1_X309Y225,MGTXTXP1_115
R4,115,IPAD_X1Y127,GTX_CHANNEL_1_X309Y225,MGTXRXP1_115
T1,115,OPAD_X0Y34,GTX_CHANNEL_1_X309Y225,MGTXTXN1_115
R3,115,IPAD_X1Y126,GTX_CHANNEL_1_X309Y225,MGTXRXN1_115
U4,115,OPAD_X0Y33,GTX_CHANNEL_0_X309Y214,MGTXTXP0_115
T6,115,IPAD_X1Y121,GTX_CHANNEL_0_X309Y214,MGTXRXP0_115
U3,115,OPAD_X0Y32,GTX_CHANNEL_0_X309Y214,MGTXTXN0_115
T5,115,IPAD_X1Y120,GTX_CHANNEL_0_X309Y214,MGTXRXN0_115
F2,116,OPAD_X0Y47,GTX_CHANNEL_3_X309Y306,MGTXTXP3_116
H6,116,IPAD_X1Y181,GTX_CHANNEL_3_X309Y306,MGTXRXP3_116
F1,116,OPAD_X0Y46,GTX_CHANNEL_3_X309Y306,MGTXTXN3_116
H5,116,IPAD_X1Y180,GTX_CHANNEL_3_X309Y306,MGTXRXN3_116
H2,116,OPAD_X0Y45,GTX_CHANNEL_2_X309Y295,MGTXTXP2_116
J4,116,IPAD_X1Y175,GTX_CHANNEL_2_X309Y295,MGTXRXP2_116
H1,116,OPAD_X0Y44,GTX_CHANNEL_2_X309Y295,MGTXTXN2_116
J8,116,IPAD_X1Y164,GTX_COMMON_X309Y283,MGTREFCLK0P_116
J3,116,IPAD_X1Y174,GTX_CHANNEL_2_X309Y295,MGTXRXN2_116
J7,116,IPAD_X1Y165,GTX_COMMON_X309Y283,MGTREFCLK0N_116
L7,116,IPAD_X1Y167,GTX_COMMON_X309Y283,MGTREFCLK1N_116
L8,116,IPAD_X1Y166,GTX_COMMON_X309Y283,MGTREFCLK1P_116
K2,116,OPAD_X0Y43,GTX_CHANNEL_1_X309Y277,MGTXTXP1_116
K6,116,IPAD_X1Y163,GTX_CHANNEL_1_X309Y277,MGTXRXP1_116
K1,116,OPAD_X0Y42,GTX_CHANNEL_1_X309Y277,MGTXTXN1_116
K5,116,IPAD_X1Y162,GTX_CHANNEL_1_X309Y277,MGTXRXN1_116
M2,116,OPAD_X0Y41,GTX_CHANNEL_0_X309Y266,MGTXTXP0_116
L4,116,IPAD_X1Y157,GTX_CHANNEL_0_X309Y266,MGTXRXP0_116
M1,116,OPAD_X0Y40,GTX_CHANNEL_0_X309Y266,MGTXTXN0_116
L3,116,IPAD_X1Y156,GTX_CHANNEL_0_X309Y266,MGTXRXN0_116
B6,117,OPAD_X0Y55,GTX_CHANNEL_3_X309Y358,MGTXTXP3_117
C4,117,IPAD_X1Y211,GTX_CHANNEL_3_X309Y358,MGTXRXP3_117
B5,117,OPAD_X0Y54,GTX_CHANNEL_3_X309Y358,MGTXTXN3_117
C3,117,IPAD_X1Y210,GTX_CHANNEL_3_X309Y358,MGTXRXN3_117
A4,117,OPAD_X0Y53,GTX_CHANNEL_2_X309Y347,MGTXTXP2_117
D6,117,IPAD_X1Y205,GTX_CHANNEL_2_X309Y347,MGTXRXP2_117
A3,117,OPAD_X0Y52,GTX_CHANNEL_2_X309Y347,MGTXTXN2_117
F6,117,IPAD_X1Y194,GTX_COMMON_X309Y335,MGTREFCLK0P_117
D5,117,IPAD_X1Y204,GTX_CHANNEL_2_X309Y347,MGTXRXN2_117
F5,117,IPAD_X1Y195,GTX_COMMON_X309Y335,MGTREFCLK0N_117
G7,117,IPAD_X1Y197,GTX_COMMON_X309Y335,MGTREFCLK1N_117
G8,117,IPAD_X1Y196,GTX_COMMON_X309Y335,MGTREFCLK1P_117
B2,117,OPAD_X0Y51,GTX_CHANNEL_1_X309Y329,MGTXTXP1_117
E4,117,IPAD_X1Y193,GTX_CHANNEL_1_X309Y329,MGTXRXP1_117
B1,117,OPAD_X0Y50,GTX_CHANNEL_1_X309Y329,MGTXTXN1_117
E3,117,IPAD_X1Y192,GTX_CHANNEL_1_X309Y329,MGTXRXN1_117
D2,117,OPAD_X0Y49,GTX_CHANNEL_0_X309Y318,MGTXTXP0_117
G4,117,IPAD_X1Y187,GTX_CHANNEL_0_X309Y318,MGTXRXP0_117
D1,117,OPAD_X0Y48,GTX_CHANNEL_0_X309Y318,MGTXTXN0_117
G3,117,IPAD_X1Y186,GTX_CHANNEL_0_X309Y318,MGTXRXN0_117
A12,118,OPAD_X0Y63,GTX_CHANNEL_3_X309Y410,MGTXTXP3_118
C12,118,IPAD_X1Y241,GTX_CHANNEL_3_X309Y410,MGTXRXP3_118
A11,118,OPAD_X0Y62,GTX_CHANNEL_3_X309Y410,MGTXTXN3_118
C11,118,IPAD_X1Y240,GTX_CHANNEL_3_X309Y410,MGTXRXN3_118
B10,118,OPAD_X0Y61,GTX_CHANNEL_2_X309Y399,MGTXTXP2_118
D10,118,IPAD_X1Y235,GTX_CHANNEL_2_X309Y399,MGTXRXP2_118
B9,118,OPAD_X0Y60,GTX_CHANNEL_2_X309Y399,MGTXTXN2_118
E8,118,IPAD_X1Y224,GTX_COMMON_X309Y387,MGTREFCLK0P_118
D9,118,IPAD_X1Y234,GTX_CHANNEL_2_X309Y399,MGTXRXN2_118
E7,118,IPAD_X1Y225,GTX_COMMON_X309Y387,MGTREFCLK0N_118
H9,118,IPAD_X1Y227,GTX_COMMON_X309Y387,MGTREFCLK1N_118
H10,118,IPAD_X1Y226,GTX_COMMON_X309Y387,MGTREFCLK1P_118
A8,118,OPAD_X0Y59,GTX_CHANNEL_1_X309Y381,MGTXTXP1_118
E12,118,IPAD_X1Y223,GTX_CHANNEL_1_X309Y381,MGTXRXP1_118
A7,118,OPAD_X0Y58,GTX_CHANNEL_1_X309Y381,MGTXTXN1_118
E11,118,IPAD_X1Y222,GTX_CHANNEL_1_X309Y381,MGTXRXN1_118
C8,118,OPAD_X0Y57,GTX_CHANNEL_0_X309Y370,MGTXTXP0_118
F10,118,IPAD_X1Y217,GTX_CHANNEL_0_X309Y370,MGTXRXP0_118
C7,118,OPAD_X0Y56,GTX_CHANNEL_0_X309Y370,MGTXTXN0_118
F9,118,IPAD_X1Y216,GTX_CHANNEL_0_X309Y370,MGTXRXN0_118
