pin,bank,site,tile,pin_function
E16,35,IOB_X1Y326,RIOB18_X139Y325,IO_L12P_T1_MRCC_35
E17,35,IOB_X1Y343,RIOB18_X139Y343,IO_L3N_T0_DQS_AD1N_35
E18,35,IOB_X1Y339,RIOB18_X139Y339,IO_L5N_T0_AD9N_35
E20,501,IOPAD_X1Y107,PSS2_X32Y313,PS_MIO30_501
E22,501,IOPAD_X1Y122,PSS2_X32Y313,PS_MIO45_501
E23,501,IOPAD_X1Y106,PSS2_X32Y313,PS_MIO29_501
E25,500,IOPAD_X1Y84,PSS2_X32Y313,PS_MIO7_500
E26,500,IOPAD_X1Y81,PSS2_X32Y313,PS_MIO4_500
E27,502,IOPAD_X1Y9,PSS2_X32Y313,PS_DDR_A5_502
E28,502,IOPAD_X1Y7,PSS2_X32Y313,PS_DDR_A3_502
E30,502,IOPAD_X1Y12,PSS2_X32Y313,PS_DDR_A8_502
E31,502,IOPAD_X1Y49,PSS2_X32Y313,PS_DDR_DQ17_502
E32,502,IOPAD_X1Y66,PSS2_X32Y313,PS_DDR_DQS_N2_502
E33,502,IOPAD_X1Y52,PSS2_X32Y313,PS_DDR_DQ20_502
F2,33,IOB_X1Y220,RIOB18_X139Y219,IO_L15P_T2_DQS_33
F3,33,IOB_X1Y224,RIOB18_X139Y223,IO_L13P_T2_MRCC_33
F4,33,IOB_X1Y225,RIOB18_X139Y225,IO_L12N_T1_MRCC_33
F5,33,IOB_X1Y226,RIOB18_X139Y225,IO_L12P_T1_MRCC_33
F7,34,IOB_X1Y255,RIOB18_X139Y255,IO_L22N_T3_34
F8,34,IOB_X1Y256,RIOB18_X139Y255,IO_L22P_T3_34
F9,34,IOB_X1Y293,RIOB18_X139Y293,IO_L3N_T0_DQS_34
F10,34,IOB_X1Y287,RIOB18_X139Y287,IO_L6N_T0_VREF_34
F12,35,IOB_X1Y302,RIOB18_X139Y301,IO_L24P_T3_AD15P_35
F13,35,IOB_X1Y306,RIOB18_X139Y305,IO_L22P_T3_AD7P_35
F14,35,IOB_X1Y303,RIOB18_X139Y303,IO_L23N_T3_35
F15,35,IOB_X1Y304,RIOB18_X139Y303,IO_L23P_T3_35
F17,35,IOB_X1Y344,RIOB18_X139Y343,IO_L3P_T0_DQS_AD1P_35
F18,35,IOB_X1Y340,RIOB18_X139Y339,IO_L5P_T0_AD9P_35
F19,501,IOPAD_X1Y100,PSS2_X32Y313,PS_MIO23_501
F20,501,IOPAD_X1Y105,PSS2_X32Y313,PS_MIO28_501
F22,501,IOPAD_X1Y126,PSS2_X32Y313,PS_MIO49_501
F23,501,IOPAD_X1Y108,PSS2_X32Y313,PS_MIO31_501
F24,500,IOPAD_X1Y132,PSS2_X32Y313,PS_POR_B_500
F25,500,IOPAD_X1Y83,PSS2_X32Y313,PS_MIO6_500
F27,502,IOPAD_X1Y14,PSS2_X32Y313,PS_DDR_A10_502
F28,502,IOPAD_X1Y18,PSS2_X32Y313,PS_DDR_A13_502
F29,502,IOPAD_X1Y15,PSS2_X32Y313,PS_DDR_A11_502
F30,502,IOPAD_X1Y10,PSS2_X32Y313,PS_DDR_A6_502
F32,502,IOPAD_X1Y70,PSS2_X32Y313,PS_DDR_DQS_P2_502
F33,502,IOPAD_X1Y53,PSS2_X32Y313,PS_DDR_DQ21_502
F34,502,IOPAD_X1Y55,PSS2_X32Y313,PS_DDR_DQ23_502
G1,33,IOB_X1Y205,RIOB18_X139Y205,IO_L22N_T3_33
G2,33,IOB_X1Y209,RIOB18_X139Y209,IO_L20N_T3_33
G4,33,IOB_X1Y247,RIOB18_X139Y247,IO_L1N_T0_33
G5,33,IOB_X1Y241,RIOB18_X139Y241,IO_L4N_T0_33
G6,34,IOB_X1Y251,RIOB18_X139Y251,IO_L24N_T3_34
G7,34,IOB_X1Y252,RIOB18_X139Y251,IO_L24P_T3_34
G9,34,IOB_X1Y294,RIOB18_X139Y293,IO_L3P_T0_DQS_PUDC_B_34
G10,34,IOB_X1Y288,RIOB18_X139Y287,IO_L6P_T0_34
G11,34,IOB_X1Y291,RIOB18_X139Y291,IO_L4N_T0_34
G12,35,IOB_X1Y307,RIOB18_X139Y307,IO_L21N_T3_DQS_AD14N_35
G14,35,IOB_X1Y311,RIOB18_X139Y311,IO_L19N_T3_VREF_35
G15,35,IOB_X1Y312,RIOB18_X139Y311,IO_L19P_T3_35
G16,35,IOB_X1Y347,RIOB18_X139Y347,IO_L1N_T0_AD0N_35
G17,35,IOB_X1Y337,RIOB18_X139Y337,IO_L6N_T0_VREF_35
G19,501,IOPAD_X1Y96,PSS2_X32Y313,PS_MIO19_501
G20,501,IOPAD_X1Y103,PSS2_X32Y313,PS_MIO26_501
G21,501,IOPAD_X1Y117,PSS2_X32Y313,PS_MIO40_501
G22,501,IOPAD_X1Y130,PSS2_X32Y313,PS_MIO53_501
G24,500,IOPAD_X1Y85,PSS2_X32Y313,PS_MIO8_500
G25,500,IOPAD_X1Y86,PSS2_X32Y313,PS_MIO9_500
G26,502,IOPAD_X1Y11,PSS2_X32Y313,PS_DDR_A7_502
G27,502,IOPAD_X1Y13,PSS2_X32Y313,PS_DDR_A9_502
G29,502,IOPAD_X1Y17,PSS2_X32Y313,PS_DDR_A14_502
G30,502,IOPAD_X1Y8,PSS2_X32Y313,PS_DDR_A4_502
G31,502,IOPAD_X1Y48,PSS2_X32Y313,PS_DDR_DQ16_502
G32,502,IOPAD_X1Y50,PSS2_X32Y313,PS_DDR_DQ18_502
G34,502,IOPAD_X1Y30,PSS2_X32Y313,PS_DDR_DM2_502
H1,33,IOB_X1Y206,RIOB18_X139Y205,IO_L22P_T3_33
H2,33,IOB_X1Y210,RIOB18_X139Y209,IO_L20P_T3_33
H3,33,IOB_X1Y207,RIOB18_X139Y207,IO_L21N_T3_DQS_33
H4,33,IOB_X1Y248,RIOB18_X139Y247,IO_L1P_T0_33
H6,33,IOB_X1Y242,RIOB18_X139Y241,IO_L4P_T0_33
H7,34,IOB_X1Y259,RIOB18_X139Y259,IO_L20N_T3_34
H8,34,IOB_X1Y260,RIOB18_X139Y259,IO_L20P_T3_34
H9,34,IOB_X1Y289,RIOB18_X139Y289,IO_L5N_T0_34
H11,34,IOB_X1Y292,RIOB18_X139Y291,IO_L4P_T0_34
H12,35,IOB_X1Y349,RIOB18_SING_X139Y349,IO_0_VRN_35
H13,35,IOB_X1Y308,RIOB18_X139Y307,IO_L21P_T3_DQS_AD14P_35
H14,35,IOB_X1Y309,RIOB18_X139Y309,IO_L20N_T3_AD6N_35
H16,35,IOB_X1Y348,RIOB18_X139Y347,IO_L1P_T0_AD0P_35
H17,35,IOB_X1Y338,RIOB18_X139Y337,IO_L6P_T0_35
H18,35,IOB_X1Y341,RIOB18_X139Y341,IO_L4N_T0_35
H19,501,IOPAD_X1Y98,PSS2_X32Y313,PS_MIO21_501
H21,501,IOPAD_X1Y116,PSS2_X32Y313,PS_MIO39_501
H22,501,IOPAD_X1Y124,PSS2_X32Y313,PS_MIO47_501
H23,501,IOPAD_X1Y115,PSS2_X32Y313,PS_MIO38_501
H24,500,IOPAD_X1Y26,PSS2_X32Y313,PS_CLK_500
H26,502,IOPAD_X1Y16,PSS2_X32Y313,PS_DDR_A12_502
H27,502,IOPAD_X1Y5,PSS2_X32Y313,PS_DDR_A1_502
H28,502,IOPAD_X1Y24,PSS2_X32Y313,PS_DDR_CKN_502
H29,502,IOPAD_X1Y4,PSS2_X32Y313,PS_DDR_A0_502
H31,502,IOPAD_X1Y31,PSS2_X32Y313,PS_DDR_DM3_502
H32,502,IOPAD_X1Y57,PSS2_X32Y313,PS_DDR_DQ25_502
H33,502,IOPAD_X1Y59,PSS2_X32Y313,PS_DDR_DQ27_502
H34,502,IOPAD_X1Y56,PSS2_X32Y313,PS_DDR_DQ24_502
J1,33,IOB_X1Y201,RIOB18_X139Y201,IO_L24N_T3_33
J3,33,IOB_X1Y208,RIOB18_X139Y207,IO_L21P_T3_DQS_33
J4,33,IOB_X1Y243,RIOB18_X139Y243,IO_L3N_T0_DQS_33
J5,33,IOB_X1Y244,RIOB18_X139Y243,IO_L3P_T0_DQS_33
J6,33,IOB_X1Y245,RIOB18_X139Y245,IO_L2N_T0_33
J8,34,IOB_X1Y253,RIOB18_X139Y253,IO_L23N_T3_34
J9,34,IOB_X1Y290,RIOB18_X139Y289,IO_L5P_T0_34
J10,34,IOB_X1Y295,RIOB18_X139Y295,IO_L2N_T0_34
J11,34,IOB_X1Y296,RIOB18_X139Y295,IO_L2P_T0_34
J13,35,IOB_X1Y300,RIOB18_SING_X139Y300,IO_25_VRP_35
J14,35,IOB_X1Y310,RIOB18_X139Y309,IO_L20P_T3_AD6P_35
J15,35,IOB_X1Y345,RIOB18_X139Y345,IO_L2N_T0_AD8N_35
J16,35,IOB_X1Y346,RIOB18_X139Y345,IO_L2P_T0_AD8P_35
J18,35,IOB_X1Y342,RIOB18_X139Y341,IO_L4P_T0_35
J19,501,IOPAD_X1Y94,PSS2_X32Y313,PS_MIO17_501
J20,501,IOPAD_X1Y101,PSS2_X32Y313,PS_MIO24_501
J21,501,IOPAD_X1Y114,PSS2_X32Y313,PS_MIO37_501
J23,501,IOPAD_X1Y104,PSS2_X32Y313,PS_MIO27_501
J24,501,IOPAD_X1Y102,PSS2_X32Y313,PS_MIO25_501
J25,500,IOPAD_X1Y77,PSS2_X32Y313,PS_MIO0_500
J26,500,IOPAD_X1Y79,PSS2_X32Y313,PS_MIO2_500
J28,502,IOPAD_X1Y25,PSS2_X32Y313,PS_DDR_CKP_502
J29,502,IOPAD_X1Y6,PSS2_X32Y313,PS_DDR_A2_502
J30,502,IOPAD_X1Y21,PSS2_X32Y313,PS_DDR_BA2_502
J31,502,IOPAD_X1Y20,PSS2_X32Y313,PS_DDR_BA1_502
J33,502,IOPAD_X1Y67,PSS2_X32Y313,PS_DDR_DQS_N3_502
J34,502,IOPAD_X1Y58,PSS2_X32Y313,PS_DDR_DQ26_502
K1,33,IOB_X1Y202,RIOB18_X139Y201,IO_L24P_T3_33
K2,33,IOB_X1Y203,RIOB18_X139Y203,IO_L23N_T3_33
K3,33,IOB_X1Y211,RIOB18_X139Y211,IO_L19N_T3_VREF_33
K5,33,IOB_X1Y237,RIOB18_X139Y237,IO_L6N_T0_VREF_33
K6,33,IOB_X1Y246,RIOB18_X139Y245,IO_L2P_T0_33
K7,34,IOB_X1Y257,RIOB18_X139Y257,IO_L21N_T3_DQS_34
K8,34,IOB_X1Y254,RIOB18_X139Y253,IO_L23P_T3_34
K10,34,IOB_X1Y297,RIOB18_X139Y297,IO_L1N_T0_34
K11,34,IOB_X1Y298,RIOB18_X139Y297,IO_L1P_T0_34
K26,502,IOPAD_X1Y72,PSS2_X32Y313,PS_DDR_DRST_B_502
K28,502,IOPAD_X1Y27,PSS2_X32Y313,PS_DDR_CS_B_502
K30,502,IOPAD_X1Y131,PSS2_X32Y313,PS_DDR_ODT_502
K31,502,IOPAD_X1Y19,PSS2_X32Y313,PS_DDR_BA0_502
K32,502,IOPAD_X1Y61,PSS2_X32Y313,PS_DDR_DQ29_502
K33,502,IOPAD_X1Y71,PSS2_X32Y313,PS_DDR_DQS_P3_502
L2,33,IOB_X1Y204,RIOB18_X139Y203,IO_L23P_T3_33
L3,33,IOB_X1Y212,RIOB18_X139Y211,IO_L19P_T3_33
L4,33,IOB_X1Y239,RIOB18_X139Y239,IO_L5N_T0_33
L5,33,IOB_X1Y238,RIOB18_X139Y237,IO_L6P_T0_33
L7,34,IOB_X1Y258,RIOB18_X139Y257,IO_L21P_T3_DQS_34
L8,34,IOB_X1Y261,RIOB18_X139Y261,IO_L19N_T3_VREF_34
L9,34,IOB_X1Y262,RIOB18_X139Y261,IO_L19P_T3_34
L27,502,IOPAD_X1Y3,PSS2_X32Y313,PS_DDR_VRP_502
L28,502,IOPAD_X1Y2,PSS2_X32Y313,PS_DDR_VRN_502
L29,502,IOPAD_X1Y22,PSS2_X32Y313,PS_DDR_CAS_B_502
L30,502,IOPAD_X1Y1,PSS2_X32Y313,PS_DDR_WE_B_502
L32,502,IOPAD_X1Y62,PSS2_X32Y313,PS_DDR_DQ30_502
L33,502,IOPAD_X1Y63,PSS2_X32Y313,PS_DDR_DQ31_502
L34,502,IOPAD_X1Y60,PSS2_X32Y313,PS_DDR_DQ28_502
M4,33,IOB_X1Y240,RIOB18_X139Y239,IO_L5P_T0_33
M5,33,IOB_X1Y200,RIOB18_SING_X139Y200,IO_25_VRP_33
M6,33,IOB_X1Y249,RIOB18_SING_X139Y249,IO_0_VRN_33
M7,34,IOB_X1Y250,RIOB18_SING_X139Y250,IO_25_VRP_34
M9,34,IOB_X1Y299,RIOB18_SING_X139Y299,IO_0_VRN_34
M26,502,IOPAD_X1Y23,PSS2_X32Y313,PS_DDR_CKE_502
M29,502,IOPAD_X1Y133,PSS2_X32Y313,PS_DDR_RAS_B_502
M30,13,IOB_X0Y229,LIOB33_X0Y229,IO_L10N_T1_13
M31,13,IOB_X0Y246,LIOB33_X0Y245,IO_L2P_T0_13
M32,13,IOB_X0Y245,LIOB33_X0Y245,IO_L2N_T0_13
M34,13,IOB_X0Y241,LIOB33_X0Y241,IO_L4N_T0_13
N26,13,IOB_X0Y249,LIOB33_SING_X0Y249,IO_0_13
N27,13,IOB_X0Y234,LIOB33_X0Y233,IO_L8P_T1_13
N28,13,IOB_X0Y233,LIOB33_X0Y233,IO_L8N_T1_13
N29,13,IOB_X0Y230,LIOB33_X0Y229,IO_L10P_T1_13
N31,13,IOB_X0Y238,LIOB33_X0Y237,IO_L6P_T0_13
N32,13,IOB_X0Y237,LIOB33_X0Y237,IO_L6N_T0_VREF_13
N33,13,IOB_X0Y247,LIOB33_X0Y247,IO_L1N_T0_13
N34,13,IOB_X0Y242,LIOB33_X0Y241,IO_L4P_T0_13
P1,112,OPAD_X0Y30,GTX_CHANNEL_3_X335Y202,MGTXTXN3_112
P2,112,OPAD_X0Y31,GTX_CHANNEL_3_X335Y202,MGTXTXP3_112
P26,13,IOB_X0Y235,LIOB33_X0Y235,IO_L7N_T1_13
P28,13,IOB_X0Y228,LIOB33_X0Y227,IO_L11P_T1_SRCC_13
P29,13,IOB_X0Y227,LIOB33_X0Y227,IO_L11N_T1_SRCC_13
P30,13,IOB_X0Y225,LIOB33_X0Y225,IO_L12N_T1_MRCC_13
P31,13,IOB_X0Y243,LIOB33_X0Y243,IO_L3N_T0_DQS_13
P33,13,IOB_X0Y248,LIOB33_X0Y247,IO_L1P_T0_13
P34,13,IOB_X0Y239,LIOB33_X0Y239,IO_L5N_T0_13
R3,112,OPAD_X0Y28,GTX_CHANNEL_2_X335Y191,MGTXTXN2_112
R4,112,OPAD_X0Y29,GTX_CHANNEL_2_X335Y191,MGTXTXP2_112
R7,112,IPAD_X1Y99,GTX_COMMON_X335Y179,MGTREFCLK0N_112
R8,112,IPAD_X1Y98,GTX_COMMON_X335Y179,MGTREFCLK0P_112
R26,13,IOB_X0Y236,LIOB33_X0Y235,IO_L7P_T1_13
R27,13,IOB_X0Y232,LIOB33_X0Y231,IO_L9P_T1_DQS_13
R28,13,IOB_X0Y231,LIOB33_X0Y231,IO_L9N_T1_DQS_13
R30,13,IOB_X0Y226,LIOB33_X0Y225,IO_L12P_T1_MRCC_13
R31,13,IOB_X0Y244,LIOB33_X0Y243,IO_L3P_T0_DQS_13
R32,13,IOB_X0Y211,LIOB33_X0Y211,IO_L19N_T3_VREF_13
R33,13,IOB_X0Y240,LIOB33_X0Y239,IO_L5P_T0_13
T1,112,OPAD_X0Y26,GTX_CHANNEL_1_X335Y173,MGTXTXN1_112
T2,112,OPAD_X0Y27,GTX_CHANNEL_1_X335Y173,MGTXTXP1_112
T5,112,IPAD_X1Y114,GTX_CHANNEL_3_X335Y202,MGTXRXN3_112
T6,112,IPAD_X1Y115,GTX_CHANNEL_3_X335Y202,MGTXRXP3_112
T27,13,IOB_X0Y218,LIOB33_X0Y217,IO_L16P_T2_13
T28,13,IOB_X0Y217,LIOB33_X0Y217,IO_L16N_T2_13
T29,13,IOB_X0Y224,LIOB33_X0Y223,IO_L13P_T2_MRCC_13
T30,13,IOB_X0Y223,LIOB33_X0Y223,IO_L13N_T2_MRCC_13
T32,13,IOB_X0Y212,LIOB33_X0Y211,IO_L19P_T3_13
T33,13,IOB_X0Y208,LIOB33_X0Y207,IO_L21P_T3_DQS_13
T34,13,IOB_X0Y207,LIOB33_X0Y207,IO_L21N_T3_DQS_13
U3,112,IPAD_X1Y108,GTX_CHANNEL_2_X335Y191,MGTXRXN2_112
U4,112,IPAD_X1Y109,GTX_CHANNEL_2_X335Y191,MGTXRXP2_112
U7,112,IPAD_X1Y101,GTX_COMMON_X335Y179,MGTREFCLK1N_112
U8,112,IPAD_X1Y100,GTX_COMMON_X335Y179,MGTREFCLK1P_112
U26,13,IOB_X0Y200,LIOB33_SING_X0Y200,IO_25_13
U27,13,IOB_X0Y213,LIOB33_X0Y213,IO_L18N_T2_13
U29,13,IOB_X0Y219,LIOB33_X0Y219,IO_L15N_T2_DQS_13
U30,13,IOB_X0Y222,LIOB33_X0Y221,IO_L14P_T2_SRCC_13
U31,13,IOB_X0Y221,LIOB33_X0Y221,IO_L14N_T2_SRCC_13
U32,13,IOB_X0Y209,LIOB33_X0Y209,IO_L20N_T3_13
U34,13,IOB_X0Y203,LIOB33_X0Y203,IO_L23N_T3_13
V1,112,OPAD_X0Y24,GTX_CHANNEL_0_X335Y162,MGTXTXN0_112
V2,112,OPAD_X0Y25,GTX_CHANNEL_0_X335Y162,MGTXTXP0_112
V5,112,IPAD_X1Y96,GTX_CHANNEL_1_X335Y173,MGTXRXN1_112
V6,112,IPAD_X1Y97,GTX_CHANNEL_1_X335Y173,MGTXRXP1_112
V18,0,IPAD_X0Y120,MONITOR_BOT_PELE1_X131Y339,VP_0
V26,13,IOB_X0Y214,LIOB33_X0Y213,IO_L18P_T2_13
V27,13,IOB_X0Y216,LIOB33_X0Y215,IO_L17P_T2_13
V28,13,IOB_X0Y215,LIOB33_X0Y215,IO_L17N_T2_13
V29,13,IOB_X0Y220,LIOB33_X0Y219,IO_L15P_T2_DQS_13
V31,13,IOB_X0Y210,LIOB33_X0Y209,IO_L20P_T3_13
V32,13,IOB_X0Y206,LIOB33_X0Y205,IO_L22P_T3_13
V33,13,IOB_X0Y205,LIOB33_X0Y205,IO_L22N_T3_13
V34,13,IOB_X0Y204,LIOB33_X0Y203,IO_L23P_T3_13
W3,112,IPAD_X1Y90,GTX_CHANNEL_0_X335Y162,MGTXRXN0_112
W4,112,IPAD_X1Y91,GTX_CHANNEL_0_X335Y162,MGTXRXP0_112
W17,0,IPAD_X0Y121,MONITOR_BOT_PELE1_X131Y339,VN_0
W26,12,IOB_X0Y199,LIOB33_SING_X0Y199,IO_0_12
W28,12,IOB_X0Y168,LIOB33_X0Y167,IO_L16P_T2_12
W29,12,IOB_X0Y167,LIOB33_X0Y167,IO_L16N_T2_12
W30,12,IOB_X0Y190,LIOB33_X0Y189,IO_L5P_T0_12
W31,12,IOB_X0Y198,LIOB33_X0Y197,IO_L1P_T0_12
W33,13,IOB_X0Y202,LIOB33_X0Y201,IO_L24P_T3_13
W34,13,IOB_X0Y201,LIOB33_X0Y201,IO_L24N_T3_13
Y1,111,OPAD_X0Y22,GTX_CHANNEL_3_X335Y150,MGTXTXN3_111
Y2,111,OPAD_X0Y23,GTX_CHANNEL_3_X335Y150,MGTXTXP3_111
Y5,111,IPAD_X1Y84,GTX_CHANNEL_3_X335Y150,MGTXRXN3_111
Y6,111,IPAD_X1Y85,GTX_CHANNEL_3_X335Y150,MGTXRXP3_111
Y7,111,IPAD_X1Y69,GTX_COMMON_X335Y127,MGTREFCLK0N_111
Y8,111,IPAD_X1Y68,GTX_COMMON_X335Y127,MGTREFCLK0P_111
Y26,12,IOB_X0Y150,LIOB33_SING_X0Y150,IO_25_12
Y27,12,IOB_X0Y166,LIOB33_X0Y165,IO_L17P_T2_12
Y28,12,IOB_X0Y170,LIOB33_X0Y169,IO_L15P_T2_DQS_12
Y30,12,IOB_X0Y189,LIOB33_X0Y189,IO_L5N_T0_12
Y31,12,IOB_X0Y197,LIOB33_X0Y197,IO_L1N_T0_12
Y32,12,IOB_X0Y188,LIOB33_X0Y187,IO_L6P_T0_12
Y33,12,IOB_X0Y192,LIOB33_X0Y191,IO_L4P_T0_12
