pin,bank,site,tile,pin_function
C19,17,IOB_X0Y312,LIOB33_X0Y311,IO_L19P_T3_17
C20,17,IOB_X0Y311,LIOB33_X0Y311,IO_L19N_T3_VREF_17
B19,17,IOB_X0Y310,LIOB33_X0Y309,IO_L20P_T3_17
B20,17,IOB_X0Y309,LIOB33_X0Y309,IO_L20N_T3_17
B18,17,IOB_X0Y308,LIOB33_X0Y307,IO_L21P_T3_DQS_17
A18,17,IOB_X0Y307,LIOB33_X0Y307,IO_L21N_T3_DQS_17
A20,17,IOB_X0Y306,LIOB33_X0Y305,IO_L22P_T3_17
A21,17,IOB_X0Y305,LIOB33_X0Y305,IO_L22N_T3_17
B22,17,IOB_X0Y304,LIOB33_X0Y303,IO_L23P_T3_17
B23,17,IOB_X0Y303,LIOB33_X0Y303,IO_L23N_T3_17
A22,17,IOB_X0Y302,LIOB33_X0Y301,IO_L24P_T3_17
A23,17,IOB_X0Y301,LIOB33_X0Y301,IO_L24N_T3_17
L17,17,IOB_X0Y300,LIOB33_SING_X0Y300,IO_25_17
J16,18,IOB_X0Y388,LIOB33_X0Y387,IO_L6P_T0_18
J17,18,IOB_X0Y387,LIOB33_X0Y387,IO_L6N_T0_VREF_18
J14,18,IOB_X0Y386,LIOB33_X0Y385,IO_L7P_T1_18
H15,18,IOB_X0Y385,LIOB33_X0Y385,IO_L7N_T1_18
H16,18,IOB_X0Y384,LIOB33_X0Y383,IO_L8P_T1_18
H17,18,IOB_X0Y383,LIOB33_X0Y383,IO_L8N_T1_18
H14,18,IOB_X0Y382,LIOB33_X0Y381,IO_L9P_T1_DQS_18
G14,18,IOB_X0Y381,LIOB33_X0Y381,IO_L9N_T1_DQS_18
G17,18,IOB_X0Y380,LIOB33_X0Y379,IO_L10P_T1_18
F17,18,IOB_X0Y379,LIOB33_X0Y379,IO_L10N_T1_18
F16,18,IOB_X0Y378,LIOB33_X0Y377,IO_L11P_T1_SRCC_18
E16,18,IOB_X0Y377,LIOB33_X0Y377,IO_L11N_T1_SRCC_18
G15,18,IOB_X0Y376,LIOB33_X0Y375,IO_L12P_T1_MRCC_18
F15,18,IOB_X0Y375,LIOB33_X0Y375,IO_L12N_T1_MRCC_18
C15,18,IOB_X0Y374,LIOB33_X0Y373,IO_L13P_T2_MRCC_18
C16,18,IOB_X0Y373,LIOB33_X0Y373,IO_L13N_T2_MRCC_18
E15,18,IOB_X0Y372,LIOB33_X0Y371,IO_L14P_T2_SRCC_18
D16,18,IOB_X0Y371,LIOB33_X0Y371,IO_L14N_T2_SRCC_18
E14,18,IOB_X0Y370,LIOB33_X0Y369,IO_L15P_T2_DQS_18
D14,18,IOB_X0Y369,LIOB33_X0Y369,IO_L15N_T2_DQS_18
C14,18,IOB_X0Y368,LIOB33_X0Y367,IO_L16P_T2_18
B15,18,IOB_X0Y367,LIOB33_X0Y367,IO_L16N_T2_18
B14,18,IOB_X0Y366,LIOB33_X0Y365,IO_L17P_T2_18
A14,18,IOB_X0Y365,LIOB33_X0Y365,IO_L17N_T2_18
A15,18,IOB_X0Y364,LIOB33_X0Y363,IO_L18P_T2_18
A16,18,IOB_X0Y363,LIOB33_X0Y363,IO_L18N_T2_18
D17,18,IOB_X0Y362,LIOB33_X0Y361,IO_L19P_T3_18
C17,18,IOB_X0Y361,LIOB33_X0Y361,IO_L19N_T3_VREF_18
B17,18,IOB_X0Y360,LIOB33_X0Y359,IO_L20P_T3_18
A17,18,IOB_X0Y359,LIOB33_X0Y359,IO_L20N_T3_18
AG8,111,OPAD_X0Y7,GTX_CHANNEL_3_X309Y46,MGTXTXP3_111
AE12,111,IPAD_X1Y25,GTX_CHANNEL_3_X309Y46,MGTXRXP3_111
AG7,111,OPAD_X0Y6,GTX_CHANNEL_3_X309Y46,MGTXTXN3_111
AE11,111,IPAD_X1Y24,GTX_CHANNEL_3_X309Y46,MGTXRXN3_111
AJ8,111,OPAD_X0Y5,GTX_CHANNEL_2_X309Y35,MGTXTXP2_111
AF10,111,IPAD_X1Y19,GTX_CHANNEL_2_X309Y35,MGTXRXP2_111
AJ7,111,OPAD_X0Y4,GTX_CHANNEL_2_X309Y35,MGTXTXN2_111
AC8,111,IPAD_X1Y8,GTX_COMMON_X309Y23,MGTREFCLK0P_111
AF9,111,IPAD_X1Y18,GTX_CHANNEL_2_X309Y35,MGTXRXN2_111
AC7,111,IPAD_X1Y9,GTX_COMMON_X309Y23,MGTREFCLK0N_111
AE7,111,IPAD_X1Y11,GTX_COMMON_X309Y23,MGTREFCLK1N_111
AE8,111,IPAD_X1Y10,GTX_COMMON_X309Y23,MGTREFCLK1P_111
AK10,111,OPAD_X0Y3,GTX_CHANNEL_1_X309Y17,MGTXTXP1_111
AG12,111,IPAD_X1Y7,GTX_CHANNEL_1_X309Y17,MGTXRXP1_111
AK9,111,OPAD_X0Y2,GTX_CHANNEL_1_X309Y17,MGTXTXN1_111
AG11,111,IPAD_X1Y6,GTX_CHANNEL_1_X309Y17,MGTXRXN1_111
AJ12,111,OPAD_X0Y1,GTX_CHANNEL_0_X309Y6,MGTXTXP0_111
AH10,111,IPAD_X1Y1,GTX_CHANNEL_0_X309Y6,MGTXRXP0_111
AJ11,111,OPAD_X0Y0,GTX_CHANNEL_0_X309Y6,MGTXTXN0_111
AH9,111,IPAD_X1Y0,GTX_CHANNEL_0_X309Y6,MGTXRXN0_111
AH2,112,OPAD_X0Y15,GTX_CHANNEL_3_X309Y98,MGTXTXP3_112
AC4,112,IPAD_X1Y55,GTX_CHANNEL_3_X309Y98,MGTXRXP3_112
AH1,112,OPAD_X0Y14,GTX_CHANNEL_3_X309Y98,MGTXTXN3_112
AC3,112,IPAD_X1Y54,GTX_CHANNEL_3_X309Y98,MGTXRXN3_112
AK2,112,OPAD_X0Y13,GTX_CHANNEL_2_X309Y87,MGTXTXP2_112
AE4,112,IPAD_X1Y49,GTX_CHANNEL_2_X309Y87,MGTXRXP2_112
AK1,112,OPAD_X0Y12,GTX_CHANNEL_2_X309Y87,MGTXTXN2_112
AD6,112,IPAD_X1Y38,GTX_COMMON_X309Y75,MGTREFCLK0P_112
AE3,112,IPAD_X1Y48,GTX_CHANNEL_2_X309Y87,MGTXRXN2_112
AD5,112,IPAD_X1Y39,GTX_COMMON_X309Y75,MGTREFCLK0N_112
AF5,112,IPAD_X1Y41,GTX_COMMON_X309Y75,MGTREFCLK1N_112
AF6,112,IPAD_X1Y40,GTX_COMMON_X309Y75,MGTREFCLK1P_112
AJ4,112,OPAD_X0Y11,GTX_CHANNEL_1_X309Y69,MGTXTXP1_112
AG4,112,IPAD_X1Y37,GTX_CHANNEL_1_X309Y69,MGTXRXP1_112
AJ3,112,OPAD_X0Y10,GTX_CHANNEL_1_X309Y69,MGTXTXN1_112
AG3,112,IPAD_X1Y36,GTX_CHANNEL_1_X309Y69,MGTXRXN1_112
AK6,112,OPAD_X0Y9,GTX_CHANNEL_0_X309Y58,MGTXTXP0_112
AH6,112,IPAD_X1Y31,GTX_CHANNEL_0_X309Y58,MGTXRXP0_112
AK5,112,OPAD_X0Y8,GTX_CHANNEL_0_X309Y58,MGTXTXN0_112
AH5,112,IPAD_X1Y30,GTX_CHANNEL_0_X309Y58,MGTXRXN0_112
Y2,113,OPAD_X0Y23,GTX_CHANNEL_3_X309Y150,MGTXTXP3_113
W4,113,IPAD_X1Y85,GTX_CHANNEL_3_X309Y150,MGTXRXP3_113
Y1,113,OPAD_X0Y22,GTX_CHANNEL_3_X309Y150,MGTXTXN3_113
W3,113,IPAD_X1Y84,GTX_CHANNEL_3_X309Y150,MGTXRXN3_113
AB2,113,OPAD_X0Y21,GTX_CHANNEL_2_X309Y139,MGTXTXP2_113
Y6,113,IPAD_X1Y79,GTX_CHANNEL_2_X309Y139,MGTXRXP2_113
AB1,113,OPAD_X0Y20,GTX_CHANNEL_2_X309Y139,MGTXTXN2_113
U8,113,IPAD_X1Y68,GTX_COMMON_X309Y127,MGTREFCLK0P_113
Y5,113,IPAD_X1Y78,GTX_CHANNEL_2_X309Y139,MGTXRXN2_113
U7,113,IPAD_X1Y69,GTX_COMMON_X309Y127,MGTREFCLK0N_113
W7,113,IPAD_X1Y71,GTX_COMMON_X309Y127,MGTREFCLK1N_113
W8,113,IPAD_X1Y70,GTX_COMMON_X309Y127,MGTREFCLK1P_113
AD2,113,OPAD_X0Y19,GTX_CHANNEL_1_X309Y121,MGTXTXP1_113
AA4,113,IPAD_X1Y67,GTX_CHANNEL_1_X309Y121,MGTXRXP1_113
AD1,113,OPAD_X0Y18,GTX_CHANNEL_1_X309Y121,MGTXTXN1_113
AA3,113,IPAD_X1Y66,GTX_CHANNEL_1_X309Y121,MGTXRXN1_113
AF2,113,OPAD_X0Y17,GTX_CHANNEL_0_X309Y110,MGTXTXP0_113
AB6,113,IPAD_X1Y61,GTX_CHANNEL_0_X309Y110,MGTXRXP0_113
AF1,113,OPAD_X0Y16,GTX_CHANNEL_0_X309Y110,MGTXTXN0_113
AB5,113,IPAD_X1Y60,GTX_CHANNEL_0_X309Y110,MGTXRXN0_113
N4,114,OPAD_X0Y31,GTX_CHANNEL_3_X309Y202,MGTXTXP3_114
P6,114,IPAD_X1Y115,GTX_CHANNEL_3_X309Y202,MGTXRXP3_114
N3,114,OPAD_X0Y30,GTX_CHANNEL_3_X309Y202,MGTXTXN3_114
P5,114,IPAD_X1Y114,GTX_CHANNEL_3_X309Y202,MGTXRXN3_114
P2,114,OPAD_X0Y29,GTX_CHANNEL_2_X309Y191,MGTXTXP2_114
R4,114,IPAD_X1Y109,GTX_CHANNEL_2_X309Y191,MGTXRXP2_114
P1,114,OPAD_X0Y28,GTX_CHANNEL_2_X309Y191,MGTXTXN2_114
R8,114,IPAD_X1Y98,GTX_COMMON_X309Y179,MGTREFCLK0P_114
R3,114,IPAD_X1Y108,GTX_CHANNEL_2_X309Y191,MGTXRXN2_114
R7,114,IPAD_X1Y99,GTX_COMMON_X309Y179,MGTREFCLK0N_114
T5,114,IPAD_X1Y101,GTX_COMMON_X309Y179,MGTREFCLK1N_114
T6,114,IPAD_X1Y100,GTX_COMMON_X309Y179,MGTREFCLK1P_114
T2,114,OPAD_X0Y27,GTX_CHANNEL_1_X309Y173,MGTXTXP1_114
U4,114,IPAD_X1Y97,GTX_CHANNEL_1_X309Y173,MGTXRXP1_114
T1,114,OPAD_X0Y26,GTX_CHANNEL_1_X309Y173,MGTXTXN1_114
U3,114,IPAD_X1Y96,GTX_CHANNEL_1_X309Y173,MGTXRXN1_114
V2,114,OPAD_X0Y25,GTX_CHANNEL_0_X309Y162,MGTXTXP0_114
V6,114,IPAD_X1Y91,GTX_CHANNEL_0_X309Y162,MGTXRXP0_114
V1,114,OPAD_X0Y24,GTX_CHANNEL_0_X309Y162,MGTXTXN0_114
V5,114,IPAD_X1Y90,GTX_CHANNEL_0_X309Y162,MGTXRXN0_114
F2,115,OPAD_X0Y39,GTX_CHANNEL_3_X309Y254,MGTXTXP3_115
J4,115,IPAD_X1Y151,GTX_CHANNEL_3_X309Y254,MGTXRXP3_115
F1,115,OPAD_X0Y38,GTX_CHANNEL_3_X309Y254,MGTXTXN3_115
J3,115,IPAD_X1Y150,GTX_CHANNEL_3_X309Y254,MGTXRXN3_115
H2,115,OPAD_X0Y37,GTX_CHANNEL_2_X309Y243,MGTXTXP2_115
K6,115,IPAD_X1Y145,GTX_CHANNEL_2_X309Y243,MGTXRXP2_115
H1,115,OPAD_X0Y36,GTX_CHANNEL_2_X309Y243,MGTXTXN2_115
J8,115,IPAD_X1Y128,GTX_COMMON_X309Y231,MGTREFCLK0P_115
K5,115,IPAD_X1Y144,GTX_CHANNEL_2_X309Y243,MGTXRXN2_115
J7,115,IPAD_X1Y129,GTX_COMMON_X309Y231,MGTREFCLK0N_115
L7,115,IPAD_X1Y131,GTX_COMMON_X309Y231,MGTREFCLK1N_115
L8,115,IPAD_X1Y130,GTX_COMMON_X309Y231,MGTREFCLK1P_115
K2,115,OPAD_X0Y35,GTX_CHANNEL_1_X309Y225,MGTXTXP1_115
L4,115,IPAD_X1Y127,GTX_CHANNEL_1_X309Y225,MGTXRXP1_115
K1,115,OPAD_X0Y34,GTX_CHANNEL_1_X309Y225,MGTXTXN1_115
L3,115,IPAD_X1Y126,GTX_CHANNEL_1_X309Y225,MGTXRXN1_115
M2,115,OPAD_X0Y33,GTX_CHANNEL_0_X309Y214,MGTXTXP0_115
M6,115,IPAD_X1Y121,GTX_CHANNEL_0_X309Y214,MGTXRXP0_115
M1,115,OPAD_X0Y32,GTX_CHANNEL_0_X309Y214,MGTXTXN0_115
M5,115,IPAD_X1Y120,GTX_CHANNEL_0_X309Y214,MGTXRXN0_115
B6,116,OPAD_X0Y47,GTX_CHANNEL_3_X309Y306,MGTXTXP3_116
C4,116,IPAD_X1Y181,GTX_CHANNEL_3_X309Y306,MGTXRXP3_116
B5,116,OPAD_X0Y46,GTX_CHANNEL_3_X309Y306,MGTXTXN3_116
C3,116,IPAD_X1Y180,GTX_CHANNEL_3_X309Y306,MGTXRXN3_116
A4,116,OPAD_X0Y45,GTX_CHANNEL_2_X309Y295,MGTXTXP2_116
D6,116,IPAD_X1Y175,GTX_CHANNEL_2_X309Y295,MGTXRXP2_116
A3,116,OPAD_X0Y44,GTX_CHANNEL_2_X309Y295,MGTXTXN2_116
F6,116,IPAD_X1Y164,GTX_COMMON_X309Y283,MGTREFCLK0P_116
D5,116,IPAD_X1Y174,GTX_CHANNEL_2_X309Y295,MGTXRXN2_116
F5,116,IPAD_X1Y165,GTX_COMMON_X309Y283,MGTREFCLK0N_116
H5,116,IPAD_X1Y167,GTX_COMMON_X309Y283,MGTREFCLK1N_116
H6,116,IPAD_X1Y166,GTX_COMMON_X309Y283,MGTREFCLK1P_116
B2,116,OPAD_X0Y43,GTX_CHANNEL_1_X309Y277,MGTXTXP1_116
E4,116,IPAD_X1Y163,GTX_CHANNEL_1_X309Y277,MGTXRXP1_116
B1,116,OPAD_X0Y42,GTX_CHANNEL_1_X309Y277,MGTXTXN1_116
E3,116,IPAD_X1Y162,GTX_CHANNEL_1_X309Y277,MGTXRXN1_116
D2,116,OPAD_X0Y41,GTX_CHANNEL_0_X309Y266,MGTXTXP0_116
G4,116,IPAD_X1Y157,GTX_CHANNEL_0_X309Y266,MGTXRXP0_116
D1,116,OPAD_X0Y40,GTX_CHANNEL_0_X309Y266,MGTXTXN0_116
G3,116,IPAD_X1Y156,GTX_CHANNEL_0_X309Y266,MGTXRXN0_116
A12,117,OPAD_X0Y55,GTX_CHANNEL_3_X309Y358,MGTXTXP3_117
C12,117,IPAD_X1Y211,GTX_CHANNEL_3_X309Y358,MGTXRXP3_117
A11,117,OPAD_X0Y54,GTX_CHANNEL_3_X309Y358,MGTXTXN3_117
C11,117,IPAD_X1Y210,GTX_CHANNEL_3_X309Y358,MGTXRXN3_117
B10,117,OPAD_X0Y53,GTX_CHANNEL_2_X309Y347,MGTXTXP2_117
E12,117,IPAD_X1Y205,GTX_CHANNEL_2_X309Y347,MGTXRXP2_117
B9,117,OPAD_X0Y52,GTX_CHANNEL_2_X309Y347,MGTXTXN2_117
E8,117,IPAD_X1Y194,GTX_COMMON_X309Y335,MGTREFCLK0P_117
E11,117,IPAD_X1Y204,GTX_CHANNEL_2_X309Y347,MGTXRXN2_117
E7,117,IPAD_X1Y195,GTX_COMMON_X309Y335,MGTREFCLK0N_117
G7,117,IPAD_X1Y197,GTX_COMMON_X309Y335,MGTREFCLK1N_117
G8,117,IPAD_X1Y196,GTX_COMMON_X309Y335,MGTREFCLK1P_117
A8,117,OPAD_X0Y51,GTX_CHANNEL_1_X309Y329,MGTXTXP1_117
D10,117,IPAD_X1Y193,GTX_CHANNEL_1_X309Y329,MGTXRXP1_117
A7,117,OPAD_X0Y50,GTX_CHANNEL_1_X309Y329,MGTXTXN1_117
D9,117,IPAD_X1Y192,GTX_CHANNEL_1_X309Y329,MGTXRXN1_117
C8,117,OPAD_X0Y49,GTX_CHANNEL_0_X309Y318,MGTXTXP0_117
F10,117,IPAD_X1Y187,GTX_CHANNEL_0_X309Y318,MGTXRXP0_117
C7,117,OPAD_X0Y48,GTX_CHANNEL_0_X309Y318,MGTXTXN0_117
F9,117,IPAD_X1Y186,GTX_CHANNEL_0_X309Y318,MGTXRXN0_117
