pin,bank,site,tile,pin_function
AG20,12,IOB_X0Y6,LIOB33_X0Y5,IO_L22P_T3_12
AH20,12,IOB_X0Y5,LIOB33_X0Y5,IO_L22N_T3_12
AH21,12,IOB_X0Y4,LIOB33_X0Y3,IO_L23P_T3_12
AJ21,12,IOB_X0Y3,LIOB33_X0Y3,IO_L23N_T3_12
AK20,12,IOB_X0Y2,LIOB33_X0Y1,IO_L24P_T3_12
AK21,12,IOB_X0Y1,LIOB33_X0Y1,IO_L24N_T3_12
AE20,12,IOB_X0Y0,LIOB33_SING_X0Y0,IO_25_12
Y25,13,IOB_X0Y99,LIOB33_SING_X0Y99,IO_0_13
Y26,13,IOB_X0Y98,LIOB33_X0Y97,IO_L1P_T0_13
AA26,13,IOB_X0Y97,LIOB33_X0Y97,IO_L1N_T0_13
W27,13,IOB_X0Y96,LIOB33_X0Y95,IO_L2P_T0_13
W28,13,IOB_X0Y95,LIOB33_X0Y95,IO_L2N_T0_13
Y28,13,IOB_X0Y94,LIOB33_X0Y93,IO_L3P_T0_DQS_13
AA28,13,IOB_X0Y93,LIOB33_X0Y93,IO_L3N_T0_DQS_13
W29,13,IOB_X0Y92,LIOB33_X0Y91,IO_L4P_T0_13
Y29,13,IOB_X0Y91,LIOB33_X0Y91,IO_L4N_T0_13
AA27,13,IOB_X0Y90,LIOB33_X0Y89,IO_L5P_T0_13
AB28,13,IOB_X0Y89,LIOB33_X0Y89,IO_L5N_T0_13
AA25,13,IOB_X0Y88,LIOB33_X0Y87,IO_L6P_T0_13
AB25,13,IOB_X0Y87,LIOB33_X0Y87,IO_L6N_T0_VREF_13
AC29,13,IOB_X0Y86,LIOB33_X0Y85,IO_L7P_T1_13
AC30,13,IOB_X0Y85,LIOB33_X0Y85,IO_L7N_T1_13
Y30,13,IOB_X0Y84,LIOB33_X0Y83,IO_L8P_T1_13
AA30,13,IOB_X0Y83,LIOB33_X0Y83,IO_L8N_T1_13
AD29,13,IOB_X0Y82,LIOB33_X0Y81,IO_L9P_T1_DQS_13
AE29,13,IOB_X0Y81,LIOB33_X0Y81,IO_L9N_T1_DQS_13
AB29,13,IOB_X0Y80,LIOB33_X0Y79,IO_L10P_T1_13
AB30,13,IOB_X0Y79,LIOB33_X0Y79,IO_L10N_T1_13
AD27,13,IOB_X0Y78,LIOB33_X0Y77,IO_L11P_T1_SRCC_13
AD28,13,IOB_X0Y77,LIOB33_X0Y77,IO_L11N_T1_SRCC_13
AB27,13,IOB_X0Y76,LIOB33_X0Y75,IO_L12P_T1_MRCC_13
AC27,13,IOB_X0Y75,LIOB33_X0Y75,IO_L12N_T1_MRCC_13
AG29,13,IOB_X0Y74,LIOB33_X0Y73,IO_L13P_T2_MRCC_13
AH29,13,IOB_X0Y73,LIOB33_X0Y73,IO_L13N_T2_MRCC_13
AE28,13,IOB_X0Y72,LIOB33_X0Y71,IO_L14P_T2_SRCC_13
AF28,13,IOB_X0Y71,LIOB33_X0Y71,IO_L14N_T2_SRCC_13
AK29,13,IOB_X0Y70,LIOB33_X0Y69,IO_L15P_T2_DQS_13
AK30,13,IOB_X0Y69,LIOB33_X0Y69,IO_L15N_T2_DQS_13
AE30,13,IOB_X0Y68,LIOB33_X0Y67,IO_L16P_T2_13
AF30,13,IOB_X0Y67,LIOB33_X0Y67,IO_L16N_T2_13
AJ28,13,IOB_X0Y66,LIOB33_X0Y65,IO_L17P_T2_13
AJ29,13,IOB_X0Y65,LIOB33_X0Y65,IO_L17N_T2_13
AG30,13,IOB_X0Y64,LIOB33_X0Y63,IO_L18P_T2_13
AH30,13,IOB_X0Y63,LIOB33_X0Y63,IO_L18N_T2_13
AC26,13,IOB_X0Y62,LIOB33_X0Y61,IO_L19P_T3_13
AD26,13,IOB_X0Y61,LIOB33_X0Y61,IO_L19N_T3_VREF_13
AJ27,13,IOB_X0Y60,LIOB33_X0Y59,IO_L20P_T3_13
AK28,13,IOB_X0Y59,LIOB33_X0Y59,IO_L20N_T3_13
AG27,13,IOB_X0Y58,LIOB33_X0Y57,IO_L21P_T3_DQS_13
AG28,13,IOB_X0Y57,LIOB33_X0Y57,IO_L21N_T3_DQS_13
AH26,13,IOB_X0Y56,LIOB33_X0Y55,IO_L22P_T3_13
AH27,13,IOB_X0Y55,LIOB33_X0Y55,IO_L22N_T3_13
AF26,13,IOB_X0Y54,LIOB33_X0Y53,IO_L23P_T3_13
AF27,13,IOB_X0Y53,LIOB33_X0Y53,IO_L23N_T3_13
AJ26,13,IOB_X0Y52,LIOB33_X0Y51,IO_L24P_T3_13
AK26,13,IOB_X0Y51,LIOB33_X0Y51,IO_L24N_T3_13
AE26,13,IOB_X0Y50,LIOB33_SING_X0Y50,IO_25_13
R19,14,IOB_X0Y149,LIOB33_SING_X0Y149,IO_0_14
P24,14,IOB_X0Y148,LIOB33_X0Y147,IO_L1P_T0_D00_MOSI_14
R25,14,IOB_X0Y147,LIOB33_X0Y147,IO_L1N_T0_D01_DIN_14
R20,14,IOB_X0Y146,LIOB33_X0Y145,IO_L2P_T0_D02_14
R21,14,IOB_X0Y145,LIOB33_X0Y145,IO_L2N_T0_D03_14
R23,14,IOB_X0Y144,LIOB33_X0Y143,IO_L3P_T0_DQS_PUDC_B_14
R24,14,IOB_X0Y143,LIOB33_X0Y143,IO_L3N_T0_DQS_EMCCLK_14
T20,14,IOB_X0Y142,LIOB33_X0Y141,IO_L4P_T0_D04_14
T21,14,IOB_X0Y141,LIOB33_X0Y141,IO_L4N_T0_D05_14
T22,14,IOB_X0Y140,LIOB33_X0Y139,IO_L5P_T0_D06_14
T23,14,IOB_X0Y139,LIOB33_X0Y139,IO_L5N_T0_D07_14
U19,14,IOB_X0Y138,LIOB33_X0Y137,IO_L6P_T0_FCS_B_14
U20,14,IOB_X0Y137,LIOB33_X0Y137,IO_L6N_T0_D08_VREF_14
P29,14,IOB_X0Y136,LIOB33_X0Y135,IO_L7P_T1_D09_14
R29,14,IOB_X0Y135,LIOB33_X0Y135,IO_L7N_T1_D10_14
P27,14,IOB_X0Y134,LIOB33_X0Y133,IO_L8P_T1_D11_14
P28,14,IOB_X0Y133,LIOB33_X0Y133,IO_L8N_T1_D12_14
R30,14,IOB_X0Y132,LIOB33_X0Y131,IO_L9P_T1_DQS_14
T30,14,IOB_X0Y131,LIOB33_X0Y131,IO_L9N_T1_DQS_D13_14
P26,14,IOB_X0Y130,LIOB33_X0Y129,IO_L10P_T1_D14_14
R26,14,IOB_X0Y129,LIOB33_X0Y129,IO_L10N_T1_D15_14
R28,14,IOB_X0Y128,LIOB33_X0Y127,IO_L11P_T1_SRCC_14
T28,14,IOB_X0Y127,LIOB33_X0Y127,IO_L11N_T1_SRCC_14
T26,14,IOB_X0Y126,LIOB33_X0Y125,IO_L12P_T1_MRCC_14
T27,14,IOB_X0Y125,LIOB33_X0Y125,IO_L12N_T1_MRCC_14
U27,14,IOB_X0Y124,LIOB33_X0Y123,IO_L13P_T2_MRCC_14
U28,14,IOB_X0Y123,LIOB33_X0Y123,IO_L13N_T2_MRCC_14
T25,14,IOB_X0Y122,LIOB33_X0Y121,IO_L14P_T2_SRCC_14
U25,14,IOB_X0Y121,LIOB33_X0Y121,IO_L14N_T2_SRCC_14
U29,14,IOB_X0Y120,LIOB33_X0Y119,IO_L15P_T2_DQS_RDWR_B_14
U30,14,IOB_X0Y119,LIOB33_X0Y119,IO_L15N_T2_DQS_DOUT_CSO_B_14
V26,14,IOB_X0Y118,LIOB33_X0Y117,IO_L16P_T2_CSI_B_14
V27,14,IOB_X0Y117,LIOB33_X0Y117,IO_L16N_T2_A15_D31_14
V29,14,IOB_X0Y116,LIOB33_X0Y115,IO_L17P_T2_A14_D30_14
V30,14,IOB_X0Y115,LIOB33_X0Y115,IO_L17N_T2_A13_D29_14
V25,14,IOB_X0Y114,LIOB33_X0Y113,IO_L18P_T2_A12_D28_14
W26,14,IOB_X0Y113,LIOB33_X0Y113,IO_L18N_T2_A11_D27_14
V19,14,IOB_X0Y112,LIOB33_X0Y111,IO_L19P_T3_A10_D26_14
V20,14,IOB_X0Y111,LIOB33_X0Y111,IO_L19N_T3_A09_D25_VREF_14
W23,14,IOB_X0Y110,LIOB33_X0Y109,IO_L20P_T3_A08_D24_14
W24,14,IOB_X0Y109,LIOB33_X0Y109,IO_L20N_T3_A07_D23_14
U22,14,IOB_X0Y108,LIOB33_X0Y107,IO_L21P_T3_DQS_14
U23,14,IOB_X0Y107,LIOB33_X0Y107,IO_L21N_T3_DQS_A06_D22_14
V21,14,IOB_X0Y106,LIOB33_X0Y105,IO_L22P_T3_A05_D21_14
V22,14,IOB_X0Y105,LIOB33_X0Y105,IO_L22N_T3_A04_D20_14
U24,14,IOB_X0Y104,LIOB33_X0Y103,IO_L23P_T3_A03_D19_14
V24,14,IOB_X0Y103,LIOB33_X0Y103,IO_L23N_T3_A02_D18_14
W21,14,IOB_X0Y102,LIOB33_X0Y101,IO_L24P_T3_A01_D17_14
W22,14,IOB_X0Y101,LIOB33_X0Y101,IO_L24N_T3_A00_D16_14
W19,14,IOB_X0Y100,LIOB33_SING_X0Y100,IO_25_14
M19,15,IOB_X0Y199,LIOB33_SING_X0Y199,IO_0_15
J23,15,IOB_X0Y198,LIOB33_X0Y197,IO_L1P_T0_AD0P_15
J24,15,IOB_X0Y197,LIOB33_X0Y197,IO_L1N_T0_AD0N_15
L22,15,IOB_X0Y196,LIOB33_X0Y195,IO_L2P_T0_AD8P_15
L23,15,IOB_X0Y195,LIOB33_X0Y195,IO_L2N_T0_AD8N_15
K23,15,IOB_X0Y194,LIOB33_X0Y193,IO_L3P_T0_DQS_AD1P_15
K24,15,IOB_X0Y193,LIOB33_X0Y193,IO_L3N_T0_DQS_AD1N_15
L21,15,IOB_X0Y192,LIOB33_X0Y191,IO_L4P_T0_AD9P_15
K21,15,IOB_X0Y191,LIOB33_X0Y191,IO_L4N_T0_AD9N_15
J21,15,IOB_X0Y190,LIOB33_X0Y189,IO_L5P_T0_AD2P_15
J22,15,IOB_X0Y189,LIOB33_X0Y189,IO_L5N_T0_AD2N_15
M20,15,IOB_X0Y188,LIOB33_X0Y187,IO_L6P_T0_15
L20,15,IOB_X0Y187,LIOB33_X0Y187,IO_L6N_T0_VREF_15
J29,15,IOB_X0Y186,LIOB33_X0Y185,IO_L7P_T1_AD10P_15
H29,15,IOB_X0Y185,LIOB33_X0Y185,IO_L7N_T1_AD10N_15
J27,15,IOB_X0Y184,LIOB33_X0Y183,IO_L8P_T1_AD3P_15
J28,15,IOB_X0Y183,LIOB33_X0Y183,IO_L8N_T1_AD3N_15
L30,15,IOB_X0Y182,LIOB33_X0Y181,IO_L9P_T1_DQS_AD11P_15
K30,15,IOB_X0Y181,LIOB33_X0Y181,IO_L9N_T1_DQS_AD11N_15
K26,15,IOB_X0Y180,LIOB33_X0Y179,IO_L10P_T1_AD4P_15
J26,15,IOB_X0Y179,LIOB33_X0Y179,IO_L10N_T1_AD4N_15
L26,15,IOB_X0Y178,LIOB33_X0Y177,IO_L11P_T1_SRCC_AD12P_15
L27,15,IOB_X0Y177,LIOB33_X0Y177,IO_L11N_T1_SRCC_AD12N_15
L25,15,IOB_X0Y176,LIOB33_X0Y175,IO_L12P_T1_MRCC_AD5P_15
K25,15,IOB_X0Y175,LIOB33_X0Y175,IO_L12N_T1_MRCC_AD5N_15
K28,15,IOB_X0Y174,LIOB33_X0Y173,IO_L13P_T2_MRCC_15
K29,15,IOB_X0Y173,LIOB33_X0Y173,IO_L13N_T2_MRCC_15
M28,15,IOB_X0Y172,LIOB33_X0Y171,IO_L14P_T2_SRCC_15
L28,15,IOB_X0Y171,LIOB33_X0Y171,IO_L14N_T2_SRCC_15
M29,15,IOB_X0Y170,LIOB33_X0Y169,IO_L15P_T2_DQS_15
M30,15,IOB_X0Y169,LIOB33_X0Y169,IO_L15N_T2_DQS_ADV_B_15
N27,15,IOB_X0Y168,LIOB33_X0Y167,IO_L16P_T2_A28_15
M27,15,IOB_X0Y167,LIOB33_X0Y167,IO_L16N_T2_A27_15
N29,15,IOB_X0Y166,LIOB33_X0Y165,IO_L17P_T2_A26_15
N30,15,IOB_X0Y165,LIOB33_X0Y165,IO_L17N_T2_A25_15
N25,15,IOB_X0Y164,LIOB33_X0Y163,IO_L18P_T2_A24_15
N26,15,IOB_X0Y163,LIOB33_X0Y163,IO_L18N_T2_A23_15
N19,15,IOB_X0Y162,LIOB33_X0Y161,IO_L19P_T3_A22_15
N20,15,IOB_X0Y161,LIOB33_X0Y161,IO_L19N_T3_A21_VREF_15
N21,15,IOB_X0Y160,LIOB33_X0Y159,IO_L20P_T3_A20_15
N22,15,IOB_X0Y159,LIOB33_X0Y159,IO_L20N_T3_A19_15
P23,15,IOB_X0Y158,LIOB33_X0Y157,IO_L21P_T3_DQS_15
N24,15,IOB_X0Y157,LIOB33_X0Y157,IO_L21N_T3_DQS_A18_15
P21,15,IOB_X0Y156,LIOB33_X0Y155,IO_L22P_T3_A17_15
P22,15,IOB_X0Y155,LIOB33_X0Y155,IO_L22N_T3_A16_15
M24,15,IOB_X0Y154,LIOB33_X0Y153,IO_L23P_T3_FOE_B_15
M25,15,IOB_X0Y153,LIOB33_X0Y153,IO_L23N_T3_FWE_B_15
M22,15,IOB_X0Y152,LIOB33_X0Y151,IO_L24P_T3_RS1_15
M23,15,IOB_X0Y151,LIOB33_X0Y151,IO_L24N_T3_RS0_15
P19,15,IOB_X0Y150,LIOB33_SING_X0Y150,IO_25_15
F23,16,IOB_X0Y249,LIOB33_SING_X0Y249,IO_0_16
B23,16,IOB_X0Y248,LIOB33_X0Y247,IO_L1P_T0_16
A23,16,IOB_X0Y247,LIOB33_X0Y247,IO_L1N_T0_16
E23,16,IOB_X0Y246,LIOB33_X0Y245,IO_L2P_T0_16
D23,16,IOB_X0Y245,LIOB33_X0Y245,IO_L2N_T0_16
F25,16,IOB_X0Y244,LIOB33_X0Y243,IO_L3P_T0_DQS_16
E25,16,IOB_X0Y243,LIOB33_X0Y243,IO_L3N_T0_DQS_16
E24,16,IOB_X0Y242,LIOB33_X0Y241,IO_L4P_T0_16
D24,16,IOB_X0Y241,LIOB33_X0Y241,IO_L4N_T0_16
F26,16,IOB_X0Y240,LIOB33_X0Y239,IO_L5P_T0_16
E26,16,IOB_X0Y239,LIOB33_X0Y239,IO_L5N_T0_16
G23,16,IOB_X0Y238,LIOB33_X0Y237,IO_L6P_T0_16
G24,16,IOB_X0Y237,LIOB33_X0Y237,IO_L6N_T0_VREF_16
B27,16,IOB_X0Y236,LIOB33_X0Y235,IO_L7P_T1_16
A27,16,IOB_X0Y235,LIOB33_X0Y235,IO_L7N_T1_16
C24,16,IOB_X0Y234,LIOB33_X0Y233,IO_L8P_T1_16
B24,16,IOB_X0Y233,LIOB33_X0Y233,IO_L8N_T1_16
B28,16,IOB_X0Y232,LIOB33_X0Y231,IO_L9P_T1_DQS_16
A28,16,IOB_X0Y231,LIOB33_X0Y231,IO_L9N_T1_DQS_16
A25,16,IOB_X0Y230,LIOB33_X0Y229,IO_L10P_T1_16
A26,16,IOB_X0Y229,LIOB33_X0Y229,IO_L10N_T1_16
D26,16,IOB_X0Y228,LIOB33_X0Y227,IO_L11P_T1_SRCC_16
C26,16,IOB_X0Y227,LIOB33_X0Y227,IO_L11N_T1_SRCC_16
C25,16,IOB_X0Y226,LIOB33_X0Y225,IO_L12P_T1_MRCC_16
B25,16,IOB_X0Y225,LIOB33_X0Y225,IO_L12N_T1_MRCC_16
D27,16,IOB_X0Y224,LIOB33_X0Y223,IO_L13P_T2_MRCC_16
C27,16,IOB_X0Y223,LIOB33_X0Y223,IO_L13N_T2_MRCC_16
E28,16,IOB_X0Y222,LIOB33_X0Y221,IO_L14P_T2_SRCC_16
D28,16,IOB_X0Y221,LIOB33_X0Y221,IO_L14N_T2_SRCC_16
C29,16,IOB_X0Y220,LIOB33_X0Y219,IO_L15P_T2_DQS_16
B29,16,IOB_X0Y219,LIOB33_X0Y219,IO_L15N_T2_DQS_16
D29,16,IOB_X0Y218,LIOB33_X0Y217,IO_L16P_T2_16
C30,16,IOB_X0Y217,LIOB33_X0Y217,IO_L16N_T2_16
B30,16,IOB_X0Y216,LIOB33_X0Y215,IO_L17P_T2_16
A30,16,IOB_X0Y215,LIOB33_X0Y215,IO_L17N_T2_16
E29,16,IOB_X0Y214,LIOB33_X0Y213,IO_L18P_T2_16
E30,16,IOB_X0Y213,LIOB33_X0Y213,IO_L18N_T2_16
H24,16,IOB_X0Y212,LIOB33_X0Y211,IO_L19P_T3_16
H25,16,IOB_X0Y211,LIOB33_X0Y211,IO_L19N_T3_VREF_16
G28,16,IOB_X0Y210,LIOB33_X0Y209,IO_L20P_T3_16
F28,16,IOB_X0Y209,LIOB33_X0Y209,IO_L20N_T3_16
G27,16,IOB_X0Y208,LIOB33_X0Y207,IO_L21P_T3_DQS_16
F27,16,IOB_X0Y207,LIOB33_X0Y207,IO_L21N_T3_DQS_16
G29,16,IOB_X0Y206,LIOB33_X0Y205,IO_L22P_T3_16
F30,16,IOB_X0Y205,LIOB33_X0Y205,IO_L22N_T3_16
H26,16,IOB_X0Y204,LIOB33_X0Y203,IO_L23P_T3_16
H27,16,IOB_X0Y203,LIOB33_X0Y203,IO_L23N_T3_16
H30,16,IOB_X0Y202,LIOB33_X0Y201,IO_L24P_T3_16
G30,16,IOB_X0Y201,LIOB33_X0Y201,IO_L24N_T3_16
G25,16,IOB_X0Y200,LIOB33_SING_X0Y200,IO_25_16
G19,17,IOB_X0Y299,LIOB33_SING_X0Y299,IO_0_17
K18,17,IOB_X0Y298,LIOB33_X0Y297,IO_L1P_T0_17
J18,17,IOB_X0Y297,LIOB33_X0Y297,IO_L1N_T0_17
H20,17,IOB_X0Y296,LIOB33_X0Y295,IO_L2P_T0_17
G20,17,IOB_X0Y295,LIOB33_X0Y295,IO_L2N_T0_17
J17,17,IOB_X0Y294,LIOB33_X0Y293,IO_L3P_T0_DQS_17
H17,17,IOB_X0Y293,LIOB33_X0Y293,IO_L3N_T0_DQS_17
J19,17,IOB_X0Y292,LIOB33_X0Y291,IO_L4P_T0_17
H19,17,IOB_X0Y291,LIOB33_X0Y291,IO_L4N_T0_17
L17,17,IOB_X0Y290,LIOB33_X0Y289,IO_L5P_T0_17
L18,17,IOB_X0Y289,LIOB33_X0Y289,IO_L5N_T0_17
K19,17,IOB_X0Y288,LIOB33_X0Y287,IO_L6P_T0_17
K20,17,IOB_X0Y287,LIOB33_X0Y287,IO_L6N_T0_VREF_17
H21,17,IOB_X0Y286,LIOB33_X0Y285,IO_L7P_T1_17
H22,17,IOB_X0Y285,LIOB33_X0Y285,IO_L7N_T1_17
D21,17,IOB_X0Y284,LIOB33_X0Y283,IO_L8P_T1_17
C21,17,IOB_X0Y283,LIOB33_X0Y283,IO_L8N_T1_17
G22,17,IOB_X0Y282,LIOB33_X0Y281,IO_L9P_T1_DQS_17
F22,17,IOB_X0Y281,LIOB33_X0Y281,IO_L9N_T1_DQS_17
D22,17,IOB_X0Y280,LIOB33_X0Y279,IO_L10P_T1_17
C22,17,IOB_X0Y279,LIOB33_X0Y279,IO_L10N_T1_17
F21,17,IOB_X0Y278,LIOB33_X0Y277,IO_L11P_T1_SRCC_17
E21,17,IOB_X0Y277,LIOB33_X0Y277,IO_L11N_T1_SRCC_17
F20,17,IOB_X0Y276,LIOB33_X0Y275,IO_L12P_T1_MRCC_17
E20,17,IOB_X0Y275,LIOB33_X0Y275,IO_L12N_T1_MRCC_17
D17,17,IOB_X0Y274,LIOB33_X0Y273,IO_L13P_T2_MRCC_17
D18,17,IOB_X0Y273,LIOB33_X0Y273,IO_L13N_T2_MRCC_17
E19,17,IOB_X0Y272,LIOB33_X0Y271,IO_L14P_T2_SRCC_17
D19,17,IOB_X0Y271,LIOB33_X0Y271,IO_L14N_T2_SRCC_17
D16,17,IOB_X0Y270,LIOB33_X0Y269,IO_L15P_T2_DQS_17
C16,17,IOB_X0Y269,LIOB33_X0Y269,IO_L15N_T2_DQS_17
G18,17,IOB_X0Y268,LIOB33_X0Y267,IO_L16P_T2_17
F18,17,IOB_X0Y267,LIOB33_X0Y267,IO_L16N_T2_17
C17,17,IOB_X0Y266,LIOB33_X0Y265,IO_L17P_T2_17
B17,17,IOB_X0Y265,LIOB33_X0Y265,IO_L17N_T2_17
G17,17,IOB_X0Y264,LIOB33_X0Y263,IO_L18P_T2_17
F17,17,IOB_X0Y263,LIOB33_X0Y263,IO_L18N_T2_17
C20,17,IOB_X0Y262,LIOB33_X0Y261,IO_L19P_T3_17
B20,17,IOB_X0Y261,LIOB33_X0Y261,IO_L19N_T3_VREF_17
A16,17,IOB_X0Y260,LIOB33_X0Y259,IO_L20P_T3_17
A17,17,IOB_X0Y259,LIOB33_X0Y259,IO_L20N_T3_17
A20,17,IOB_X0Y258,LIOB33_X0Y257,IO_L21P_T3_DQS_17
A21,17,IOB_X0Y257,LIOB33_X0Y257,IO_L21N_T3_DQS_17
B18,17,IOB_X0Y256,LIOB33_X0Y255,IO_L22P_T3_17
A18,17,IOB_X0Y255,LIOB33_X0Y255,IO_L22N_T3_17
B22,17,IOB_X0Y254,LIOB33_X0Y253,IO_L23P_T3_17
A22,17,IOB_X0Y253,LIOB33_X0Y253,IO_L23N_T3_17
C19,17,IOB_X0Y252,LIOB33_X0Y251,IO_L24P_T3_17
B19,17,IOB_X0Y251,LIOB33_X0Y251,IO_L24N_T3_17
E18,17,IOB_X0Y250,LIOB33_SING_X0Y250,IO_25_17
G12,18,IOB_X0Y349,LIOB33_SING_X0Y349,IO_0_18
L16,18,IOB_X0Y348,LIOB33_X0Y347,IO_L1P_T0_18
K16,18,IOB_X0Y347,LIOB33_X0Y347,IO_L1N_T0_18
L15,18,IOB_X0Y346,LIOB33_X0Y345,IO_L2P_T0_18
K15,18,IOB_X0Y345,LIOB33_X0Y345,IO_L2N_T0_18
L12,18,IOB_X0Y344,LIOB33_X0Y343,IO_L3P_T0_DQS_18
L13,18,IOB_X0Y343,LIOB33_X0Y343,IO_L3N_T0_DQS_18
K13,18,IOB_X0Y342,LIOB33_X0Y341,IO_L4P_T0_18
J13,18,IOB_X0Y341,LIOB33_X0Y341,IO_L4N_T0_18
K14,18,IOB_X0Y340,LIOB33_X0Y339,IO_L5P_T0_18
J14,18,IOB_X0Y339,LIOB33_X0Y339,IO_L5N_T0_18
L11,18,IOB_X0Y338,LIOB33_X0Y337,IO_L6P_T0_18
K11,18,IOB_X0Y337,LIOB33_X0Y337,IO_L6N_T0_VREF_18
H15,18,IOB_X0Y336,LIOB33_X0Y335,IO_L7P_T1_18
G15,18,IOB_X0Y335,LIOB33_X0Y335,IO_L7N_T1_18
J11,18,IOB_X0Y334,LIOB33_X0Y333,IO_L8P_T1_18
J12,18,IOB_X0Y333,LIOB33_X0Y333,IO_L8N_T1_18
J16,18,IOB_X0Y332,LIOB33_X0Y331,IO_L9P_T1_DQS_18
H16,18,IOB_X0Y331,LIOB33_X0Y331,IO_L9N_T1_DQS_18
H11,18,IOB_X0Y330,LIOB33_X0Y329,IO_L10P_T1_18
H12,18,IOB_X0Y329,LIOB33_X0Y329,IO_L10N_T1_18
H14,18,IOB_X0Y328,LIOB33_X0Y327,IO_L11P_T1_SRCC_18
G14,18,IOB_X0Y327,LIOB33_X0Y327,IO_L11N_T1_SRCC_18
G13,18,IOB_X0Y326,LIOB33_X0Y325,IO_L12P_T1_MRCC_18
F13,18,IOB_X0Y325,LIOB33_X0Y325,IO_L12N_T1_MRCC_18
D12,18,IOB_X0Y324,LIOB33_X0Y323,IO_L13P_T2_MRCC_18
D13,18,IOB_X0Y323,LIOB33_X0Y323,IO_L13N_T2_MRCC_18
F12,18,IOB_X0Y322,LIOB33_X0Y321,IO_L14P_T2_SRCC_18
E13,18,IOB_X0Y321,LIOB33_X0Y321,IO_L14N_T2_SRCC_18
C12,18,IOB_X0Y320,LIOB33_X0Y319,IO_L15P_T2_DQS_18
